No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
9797,2011,2,13,4,4,NA,NA,NA,68,-7,100,1029,-7,SE,38.46,0.4,1.9
9798,2011,2,13,5,4,NA,NA,NA,61,-8,92,1029,-7,NE,1.79,0.2,2.1
9799,2011,2,13,6,4,NA,NA,NA,69,-8,92,1030,-7,NE,3.58,0.2,2.3
9800,2011,2,13,7,4,NA,NA,NA,72,-8,92,1030,-7,NE,4.47,0.1,2.4
9801,2011,2,13,8,4,NA,NA,NA,69,-8,92,1031,-7,NE,6.26,0,0
9802,2011,2,13,9,4,NA,NA,NA,82,-7,92,1031,-6,NE,7.15,0,0
9803,2011,2,13,10,4,NA,NA,NA,85,-7,92,1031,-6,cv,0.89,0,0
9804,2011,2,13,11,4,NA,NA,NA,87,-6,85,1031,-4,cv,1.78,0,0
9805,2011,2,13,12,4,NA,NA,NA,79,-6,85,1031,-4,NE,1.79,0,0
9806,2011,2,13,13,4,NA,NA,NA,86,-6,79,1030,-3,cv,0.89,0,0
9807,2011,2,13,14,4,NA,NA,NA,86,-8,68,1030,-3,NW,1.79,0,0
9808,2011,2,13,15,4,NA,NA,NA,82,-9,58,1029,-2,cv,0.89,0,0
9809,2011,2,13,16,4,NA,NA,NA,92,-9,58,1030,-2,cv,1.78,0,0
9810,2011,2,13,17,4,NA,NA,NA,104,-8,63,1030,-2,SE,3.13,0,0
9811,2011,2,13,18,4,NA,NA,NA,108,-9,63,1030,-3,SE,4.92,0,0
9812,2011,2,13,19,4,NA,NA,NA,113,-8,73,1031,-4,SE,8.05,0,0
9813,2011,2,13,20,4,NA,NA,NA,115,-8,73,1031,-4,SE,9.84,0,0
9814,2011,2,13,21,4,NA,NA,NA,12,-8,73,1032,-4,NW,3.13,0,0
9815,2011,2,13,22,4,NA,NA,NA,13,-13,53,1032,-5,NW,8.05,0,0
9816,2011,2,13,23,4,NA,NA,NA,11,-15,45,1033,-5,NW,12.07,0,0
9817,2011,2,14,0,4,NA,NA,NA,6,-18,41,1033,-7,NW,16.09,0,0
9818,2011,2,14,1,4,NA,NA,NA,8,-18,51,1033,-10,NW,19.22,0,0
9819,2011,2,14,2,4,NA,NA,NA,8,-20,37,1033,-8,NW,23.24,0,0
9820,2011,2,14,3,4,NA,NA,NA,7,-20,47,1033,-11,NW,26.37,0,0
9821,2011,2,14,4,4,NA,NA,NA,10,-19,44,1033,-9,NW,28.16,0,0
9822,2011,2,14,5,4,NA,NA,NA,11,-20,43,1034,-10,NE,1.79,0,0
9823,2011,2,14,6,4,NA,NA,NA,22,-19,51,1034,-11,NE,5.81,0,0
9824,2011,2,14,7,4,NA,NA,NA,33,-20,47,1034,-11,NW,3.13,0,0
9825,2011,2,14,8,4,NA,NA,NA,29,-18,48,1034,-9,NE,4.02,0,0
9826,2011,2,14,9,4,NA,NA,NA,37,-19,34,1034,-6,NE,8.04,0,0
9827,2011,2,14,10,4,NA,NA,NA,30,-19,34,1034,-6,NE,12.06,0,0
9828,2011,2,14,11,4,NA,NA,NA,26,-18,32,1034,-4,NE,13.85,0,0
9829,2011,2,14,12,4,NA,NA,NA,22,-18,28,1033,-2,cv,0.89,0,0
9830,2011,2,14,13,4,NA,NA,NA,28,-17,28,1032,-1,cv,1.78,0,0
9831,2011,2,14,14,4,NA,NA,NA,46,-17,26,1031,0,NW,3.13,0,0
9832,2011,2,14,15,4,NA,NA,NA,53,-19,20,1031,1,SE,1.79,0,0
9833,2011,2,14,16,4,NA,NA,NA,56,-18,22,1030,1,SE,3.58,0,0
9834,2011,2,14,17,4,NA,NA,NA,39,-14,33,1030,0,SE,6.71,0,0
9835,2011,2,14,18,4,NA,NA,NA,40,-14,39,1030,-2,SE,9.84,0,0
9836,2011,2,14,19,4,NA,NA,NA,46,-14,39,1030,-2,SE,11.63,0,0
9837,2011,2,14,20,4,NA,NA,NA,61,-14,39,1030,-2,SE,13.42,0,0
9838,2011,2,14,21,4,NA,NA,NA,77,-13,57,1030,-6,cv,0.89,0,0
9839,2011,2,14,22,4,NA,NA,NA,89,-13,62,1030,-7,SE,1.79,0,0
9840,2011,2,14,23,4,NA,NA,NA,102,-12,72,1030,-8,SE,2.68,0,0
9841,2011,2,15,0,4,NA,NA,NA,125,-13,72,1030,-9,SE,3.57,0,0
9842,2011,2,15,1,4,NA,NA,NA,154,-13,72,1029,-9,cv,0.89,0,0
9843,2011,2,15,2,4,NA,NA,NA,153,-14,72,1029,-10,NE,1.79,0,0
9844,2011,2,15,3,4,NA,NA,NA,122,-14,72,1029,-10,NE,2.68,0,0
9845,2011,2,15,4,4,NA,NA,NA,113,-15,72,1029,-11,NW,0.89,0,0
9846,2011,2,15,5,4,NA,NA,NA,138,-14,85,1029,-12,SE,0.89,0,0
9847,2011,2,15,6,4,NA,NA,NA,125,-14,78,1029,-11,cv,0.89,0,0
9848,2011,2,15,7,4,NA,NA,NA,117,-15,78,1029,-12,NE,0.89,0,0
9849,2011,2,15,8,4,NA,NA,NA,152,-14,78,1029,-11,NE,1.78,0,0
9850,2011,2,15,9,4,NA,NA,NA,181,-11,78,1030,-8,cv,0.89,0,0
9851,2011,2,15,10,4,NA,NA,NA,214,-10,73,1029,-6,SE,1.79,0,0
9852,2011,2,15,11,4,NA,NA,NA,233,-9,68,1029,-4,cv,0.89,0,0
9853,2011,2,15,12,4,NA,NA,NA,252,-9,58,1028,-2,cv,1.78,0,0
9854,2011,2,15,13,4,NA,NA,NA,274,-9,50,1027,0,cv,2.67,0,0
9855,2011,2,15,14,4,NA,NA,NA,248,-10,46,1025,0,cv,3.56,0,0
9856,2011,2,15,15,4,NA,NA,NA,216,-9,47,1025,1,SE,1.79,0,0
9857,2011,2,15,16,4,NA,NA,NA,209,-8,50,1024,1,SE,3.58,0,0
9858,2011,2,15,17,4,NA,NA,NA,213,-8,54,1024,0,SE,5.37,0,0
9859,2011,2,15,18,4,NA,NA,NA,254,-8,63,1025,-2,NE,1.79,0,0
9860,2011,2,15,19,4,NA,NA,NA,301,-7,68,1025,-2,NE,3.58,0,0
9861,2011,2,15,20,4,NA,NA,NA,298,-9,73,1025,-5,NE,4.47,0,0
9862,2011,2,15,21,4,NA,NA,NA,331,-8,85,1025,-6,NE,5.36,0,0
9863,2011,2,15,22,4,NA,NA,NA,328,-8,85,1025,-6,NE,6.25,0,0
9864,2011,2,15,23,4,NA,NA,NA,335,-9,79,1025,-6,NW,1.79,0,0
9865,2011,2,16,0,4,NA,NA,NA,312,-10,79,1025,-7,NW,3.58,0,0
9866,2011,2,16,1,4,NA,NA,NA,299,-9,79,1025,-6,NW,5.37,0,0
9867,2011,2,16,2,4,NA,NA,NA,294,-10,85,1024,-8,NW,6.26,0,0
9868,2011,2,16,3,4,NA,NA,NA,277,-11,85,1023,-9,cv,0.89,0,0
9869,2011,2,16,4,4,NA,NA,NA,281,-11,85,1023,-9,NW,1.79,0,0
9870,2011,2,16,5,4,NA,NA,NA,267,-10,85,1023,-8,cv,0.45,0,0
9871,2011,2,16,6,4,NA,NA,NA,269,-12,85,1023,-10,NE,0.89,0,0
9872,2011,2,16,7,4,NA,NA,NA,258,-11,85,1023,-9,cv,0.45,0,0
9873,2011,2,16,8,4,NA,NA,NA,263,-9,85,1023,-7,NE,0.89,0,0
9874,2011,2,16,9,4,NA,NA,NA,285,-8,73,1024,-4,cv,0.89,0,0
9875,2011,2,16,10,4,NA,NA,NA,282,-8,68,1024,-3,cv,1.78,0,0
9876,2011,2,16,11,4,NA,NA,NA,281,-8,58,1023,-1,cv,2.67,0,0
9877,2011,2,16,12,4,NA,NA,NA,292,-8,54,1022,0,SE,1.79,0,0
9878,2011,2,16,13,4,NA,NA,NA,289,-8,50,1021,1,cv,1.79,0,0
9879,2011,2,16,14,4,NA,NA,NA,272,-8,47,1020,2,SE,3.13,0,0
9880,2011,2,16,15,4,NA,NA,NA,234,-8,44,1020,3,SE,4.92,0,0
9881,2011,2,16,16,4,NA,NA,NA,214,-6,55,1020,2,cv,0.89,0,0
9882,2011,2,16,17,4,NA,NA,NA,192,-6,59,1020,1,SE,1.79,0,0
9883,2011,2,16,18,4,NA,NA,NA,211,-6,63,1020,0,SE,3.58,0,0
9884,2011,2,16,19,4,NA,NA,NA,240,-6,68,1021,-1,SE,4.47,0,0
9885,2011,2,16,20,4,NA,NA,NA,249,-5,74,1022,-1,SE,5.36,0,0
9886,2011,2,16,21,4,NA,NA,NA,278,-5,79,1023,-2,SE,6.25,0,0
9887,2011,2,16,22,4,NA,NA,NA,279,-5,79,1023,-2,SE,7.14,0,0
9888,2011,2,16,23,4,NA,NA,NA,294,-5,79,1023,-2,cv,0.45,0,0
9889,2011,2,17,0,4,NA,NA,NA,327,-6,85,1023,-4,NE,0.89,0,0
9890,2011,2,17,1,4,NA,NA,NA,328,-6,92,1022,-5,NW,1.79,0,0
9891,2011,2,17,2,4,NA,NA,NA,316,-6,92,1022,-5,NW,2.68,0,0
9892,2011,2,17,3,4,NA,NA,NA,315,-7,85,1022,-5,NW,4.47,0,0
9893,2011,2,17,4,4,NA,NA,NA,273,-8,92,1022,-7,NW,7.6,0,0
9894,2011,2,17,5,4,NA,NA,NA,254,-7,85,1023,-5,NW,11.62,0,0
9895,2011,2,17,6,4,NA,NA,NA,226,-6,85,1024,-4,NW,15.64,0,0
9896,2011,2,17,7,4,NA,NA,NA,237,-7,79,1025,-4,NW,17.43,0,0
9897,2011,2,17,8,4,NA,NA,NA,224,-6,79,1026,-3,NW,20.56,0,0
9898,2011,2,17,9,4,NA,NA,NA,234,-5,79,1027,-2,NW,22.35,0,0
9899,2011,2,17,10,4,NA,NA,NA,195,-6,59,1027,1,NW,24.14,0,0
9900,2011,2,17,11,4,NA,NA,NA,104,-7,47,1027,3,cv,0.89,0,0
9901,2011,2,17,12,4,NA,NA,NA,75,-8,38,1026,5,NW,3.13,0,0
9902,2011,2,17,13,4,NA,NA,NA,53,-8,35,1025,6,NW,4.92,0,0
9903,2011,2,17,14,4,NA,NA,NA,50,-8,33,1025,7,cv,1.79,0,0
9904,2011,2,17,15,4,NA,NA,NA,49,-10,28,1024,7,NW,1.79,0,0
9905,2011,2,17,16,4,NA,NA,NA,42,-9,28,1024,8,cv,0.89,0,0
9906,2011,2,17,17,4,NA,NA,NA,53,-10,30,1024,6,SE,3.13,0,0
9907,2011,2,17,18,4,NA,NA,NA,80,-8,41,1025,4,SE,4.02,0,0
9908,2011,2,17,19,4,NA,NA,NA,188,-8,41,1025,4,SE,8.04,0,0
9909,2011,2,17,20,4,NA,NA,NA,288,-8,44,1026,3,SE,11.17,0,0
9910,2011,2,17,21,4,NA,NA,NA,404,-8,44,1026,3,SE,15.19,0,0
9911,2011,2,17,22,4,NA,NA,NA,422,-7,63,1027,-1,cv,0.89,0,0
9912,2011,2,17,23,4,NA,NA,NA,411,-7,68,1027,-2,SE,1.79,0,0
9913,2011,2,18,0,4,NA,NA,NA,345,-7,73,1028,-3,SE,2.68,0,0
9914,2011,2,18,1,4,NA,NA,NA,353,-7,79,1028,-4,cv,0.89,0,0
9915,2011,2,18,2,4,NA,NA,NA,399,-7,85,1028,-5,NE,0.89,0,0
9916,2011,2,18,3,4,NA,NA,NA,384,-10,85,1027,-8,NE,2.68,0,0
9917,2011,2,18,4,4,NA,NA,NA,282,-9,85,1027,-7,NW,0.89,0,0
9918,2011,2,18,5,4,NA,NA,NA,88,-9,85,1027,-7,NW,2.68,0,0
9919,2011,2,18,6,4,NA,NA,NA,41,-12,67,1028,-7,NW,5.81,0,0
9920,2011,2,18,7,4,NA,NA,NA,51,-12,57,1028,-5,NW,7.6,0,0
9921,2011,2,18,8,4,NA,NA,NA,46,-10,62,1029,-4,NW,9.39,0,0
9922,2011,2,18,9,4,NA,NA,NA,48,-12,39,1029,0,NW,13.41,0,0
9923,2011,2,18,10,4,NA,NA,NA,51,-14,29,1029,2,NW,16.54,0,0
9924,2011,2,18,11,4,NA,NA,NA,50,-14,25,1029,4,NW,19.67,0,0
9925,2011,2,18,12,4,NA,NA,NA,50,-15,21,1028,5,SE,1.79,0,0
9926,2011,2,18,13,4,NA,NA,NA,101,-14,22,1026,6,NW,1.79,0,0
9927,2011,2,18,14,4,NA,NA,NA,127,-13,20,1025,8,SE,3.13,0,0
9928,2011,2,18,15,4,NA,NA,NA,140,-10,26,1025,8,SE,6.26,0,0
9929,2011,2,18,16,4,NA,NA,NA,206,-10,28,1024,7,SE,9.39,0,0
9930,2011,2,18,17,4,NA,NA,NA,226,-8,38,1024,5,SE,12.52,0,0
9931,2011,2,18,18,4,NA,NA,NA,203,-7,41,1024,5,SE,15.65,0,0
9932,2011,2,18,19,4,NA,NA,NA,240,-7,41,1025,5,SE,18.78,0,0
9933,2011,2,18,20,4,NA,NA,NA,258,-7,47,1025,3,SE,20.57,0,0
9934,2011,2,18,21,4,NA,NA,NA,262,-7,63,1025,-1,SE,22.36,0,0
9935,2011,2,18,22,4,NA,NA,NA,260,-6,63,1025,0,SE,25.49,0,0
9936,2011,2,18,23,4,NA,NA,NA,264,-6,74,1025,-2,cv,0.89,0,0
9937,2011,2,19,0,4,NA,NA,NA,274,-7,73,1025,-3,NE,0.89,0,0
9938,2011,2,19,1,4,NA,NA,NA,253,-7,79,1026,-4,cv,0.89,0,0
9939,2011,2,19,2,4,NA,NA,NA,283,-9,79,1026,-6,NW,1.79,0,0
9940,2011,2,19,3,4,NA,NA,NA,259,-8,79,1025,-5,NW,4.92,0,0
9941,2011,2,19,4,4,NA,NA,NA,140,-9,63,1025,-3,NW,6.71,0,0
9942,2011,2,19,5,4,NA,NA,NA,120,-10,67,1025,-5,NW,8.5,0,0
9943,2011,2,19,6,4,NA,NA,NA,154,-9,63,1025,-3,NW,12.52,0,0
9944,2011,2,19,7,4,NA,NA,NA,166,-10,67,1025,-5,NW,15.65,0,0
9945,2011,2,19,8,4,NA,NA,NA,144,-10,54,1026,-2,NW,19.67,0,0
9946,2011,2,19,9,4,NA,NA,NA,138,-10,46,1026,0,NW,23.69,0,0
9947,2011,2,19,10,4,NA,NA,NA,131,-11,34,1025,3,NW,27.71,0,0
9948,2011,2,19,11,4,NA,NA,NA,113,-11,30,1025,5,NW,30.84,0,0
9949,2011,2,19,12,4,NA,NA,NA,92,-11,26,1024,7,NW,32.63,0,0
9950,2011,2,19,13,4,NA,NA,NA,127,-12,21,1023,9,cv,0.89,0,0
9951,2011,2,19,14,4,NA,NA,NA,127,-10,21,1023,11,SE,1.79,0,0
9952,2011,2,19,15,4,NA,NA,NA,131,-10,20,1022,12,SE,3.58,0,0
9953,2011,2,19,16,4,NA,NA,NA,153,-10,21,1022,11,cv,3.13,0,0
9954,2011,2,19,17,4,NA,NA,NA,174,-9,25,1022,10,SE,3.13,0,0
9955,2011,2,19,18,4,NA,NA,NA,221,-9,28,1022,8,SE,4.92,0,0
9956,2011,2,19,19,4,NA,NA,NA,264,-8,31,1023,8,SE,8.05,0,0
9957,2011,2,19,20,4,NA,NA,NA,273,-7,44,1023,4,SE,11.18,0,0
9958,2011,2,19,21,4,NA,NA,NA,273,-6,41,1024,6,SE,14.31,0,0
9959,2011,2,19,22,4,NA,NA,NA,268,-6,63,1024,0,SE,15.2,0,0
9960,2011,2,19,23,4,NA,NA,NA,288,-7,68,1025,-2,cv,0.89,0,0
9961,2011,2,20,0,4,NA,NA,NA,297,-6,79,1025,-3,SE,0.89,0,0
9962,2011,2,20,1,4,NA,NA,NA,300,-6,79,1025,-3,cv,0.45,0,0
9963,2011,2,20,2,4,NA,NA,NA,355,-7,79,1026,-4,NE,0.89,0,0
9964,2011,2,20,3,4,NA,NA,NA,342,-7,79,1026,-4,NW,0.89,0,0
9965,2011,2,20,4,4,NA,NA,NA,202,-7,85,1026,-5,NW,2.68,0,0
9966,2011,2,20,5,4,NA,NA,NA,130,-7,79,1026,-4,NW,3.57,0,0
9967,2011,2,20,6,4,NA,NA,NA,108,-8,85,1026,-6,NW,5.36,0,0
9968,2011,2,20,7,4,NA,NA,NA,113,-8,85,1027,-6,cv,0.45,0,0
9969,2011,2,20,8,4,NA,NA,NA,126,-8,79,1028,-5,NW,0.89,0,0
9970,2011,2,20,9,4,NA,NA,NA,156,-7,59,1028,0,cv,0.89,0,0
9971,2011,2,20,10,4,NA,NA,NA,282,-7,51,1029,2,cv,1.78,0,0
9972,2011,2,20,11,4,NA,NA,NA,379,-7,44,1029,4,cv,2.67,0,0
9973,2011,2,20,12,4,NA,NA,NA,437,-6,41,1028,6,SE,1.79,0,0
9974,2011,2,20,13,4,NA,NA,NA,477,-5,39,1027,8,cv,1.79,0,0
9975,2011,2,20,14,4,NA,NA,NA,510,-4,42,1026,8,SE,1.79,0,0
9976,2011,2,20,15,4,NA,NA,NA,526,-5,36,1026,9,SE,3.58,0,0
9977,2011,2,20,16,4,NA,NA,NA,492,-4,39,1026,9,SE,5.37,0,0
9978,2011,2,20,17,4,NA,NA,NA,472,-5,42,1025,7,SE,6.26,0,0
9979,2011,2,20,18,4,NA,NA,NA,474,-4,48,1026,6,SE,8.05,0,0
9980,2011,2,20,19,4,NA,NA,NA,482,-4,55,1026,4,cv,0.89,0,0
9981,2011,2,20,20,4,NA,NA,NA,482,-4,69,1026,1,cv,1.78,0,0
9982,2011,2,20,21,4,NA,NA,NA,477,-5,69,1026,0,cv,2.67,0,0
9983,2011,2,20,22,4,NA,NA,NA,480,-4,80,1027,-1,cv,3.56,0,0
9984,2011,2,20,23,4,NA,NA,NA,527,-4,80,1026,-1,cv,4.01,0,0
9985,2011,2,21,0,4,NA,NA,NA,486,-4,86,1026,-2,cv,4.9,0,0
9986,2011,2,21,1,4,NA,NA,NA,493,-4,86,1026,-2,NE,0.89,0,0
9987,2011,2,21,2,4,NA,NA,NA,515,-5,86,1026,-3,cv,0.45,0,0
9988,2011,2,21,3,4,NA,NA,NA,595,-6,85,1026,-4,NE,0.89,0,0
9989,2011,2,21,4,4,NA,NA,NA,563,-5,79,1025,-2,SE,0.89,0,0
9990,2011,2,21,5,4,NA,NA,NA,563,-5,79,1025,-2,cv,0.89,0,0
9991,2011,2,21,6,4,NA,NA,NA,528,-5,86,1025,-3,cv,1.78,0,0
9992,2011,2,21,7,4,NA,NA,NA,515,-6,85,1026,-4,NW,1.79,0,0
9993,2011,2,21,8,4,NA,NA,NA,495,-6,92,1027,-5,NE,0.89,0,0
9994,2011,2,21,9,4,NA,NA,NA,486,-2,86,1027,0,cv,0.89,0,0
9995,2011,2,21,10,4,NA,NA,NA,508,-2,80,1027,1,SE,1.79,0,0
9996,2011,2,21,11,4,NA,NA,NA,464,-2,69,1026,3,cv,0.89,0,0
9997,2011,2,21,12,4,NA,NA,NA,430,-2,64,1025,4,cv,1.78,0,0
9998,2011,2,21,13,4,NA,NA,NA,452,-2,60,1024,5,SE,1.79,0,0
9999,2011,2,21,14,4,NA,NA,NA,489,-3,48,1023,7,SE,3.58,0,0
10000,2011,2,21,15,4,NA,NA,NA,477,-3,48,1022,7,cv,0.89,0,0
10001,2011,2,21,16,4,NA,NA,NA,425,-4,45,1022,7,SE,1.79,0,0
10002,2011,2,21,17,4,NA,NA,NA,407,-5,45,1022,6,cv,0.89,0,0
10003,2011,2,21,18,4,NA,NA,NA,498,-6,55,1022,2,cv,1.78,0,0
10004,2011,2,21,19,4,NA,NA,NA,492,-4,64,1023,2,NW,1.79,0,0
10005,2011,2,21,20,4,NA,NA,NA,492,-4,69,1023,1,cv,0.89,0,0
10006,2011,2,21,21,4,NA,NA,NA,476,-4,74,1024,0,cv,1.78,0,0
10007,2011,2,21,22,4,NA,NA,NA,478,-4,86,1024,-2,cv,2.67,0,0
10008,2011,2,21,23,4,NA,NA,NA,499,-4,86,1024,-2,cv,3.12,0,0
10009,2011,2,22,0,4,NA,NA,NA,489,-6,85,1024,-4,NE,0.89,0,0
10010,2011,2,22,1,4,NA,NA,NA,494,-5,86,1024,-3,cv,0.89,0,0
10011,2011,2,22,2,4,NA,NA,NA,481,-6,85,1023,-4,NW,0.89,0,0
10012,2011,2,22,3,4,NA,NA,NA,445,-5,86,1023,-3,NW,1.78,0,0
10013,2011,2,22,4,4,NA,NA,NA,431,-5,92,1022,-4,NW,2.67,0,0
10014,2011,2,22,5,4,NA,NA,NA,423,-7,85,1022,-5,NW,4.46,0,0
10015,2011,2,22,6,4,NA,NA,NA,457,-6,85,1022,-4,NW,6.25,0,0
10016,2011,2,22,7,4,NA,NA,NA,434,-6,85,1022,-4,NW,8.04,0,0
10017,2011,2,22,8,4,NA,NA,NA,391,-5,86,1023,-3,NW,9.83,0,0
10018,2011,2,22,9,4,NA,NA,NA,347,-4,80,1023,-1,NE,1.79,0,0
10019,2011,2,22,10,4,NA,NA,NA,292,-4,64,1023,2,cv,0.89,0,0
10020,2011,2,22,11,4,NA,NA,NA,343,-6,51,1022,3,NE,1.79,0,0
10021,2011,2,22,12,4,NA,NA,NA,322,-6,44,1021,5,cv,0.89,0,0
10022,2011,2,22,13,4,NA,NA,NA,360,-5,45,1019,6,cv,2.68,0,0
10023,2011,2,22,14,4,NA,NA,NA,376,-5,42,1019,7,cv,3.57,0,0
10024,2011,2,22,15,4,NA,NA,NA,369,-5,39,1017,8,SE,3.13,0,0
10025,2011,2,22,16,4,NA,NA,NA,354,-5,39,1017,8,cv,0.89,0,0
10026,2011,2,22,17,4,NA,NA,NA,335,-5,42,1017,7,SE,1.79,0,0
10027,2011,2,22,18,4,NA,NA,NA,394,-5,48,1017,5,NW,1.79,0,0
10028,2011,2,22,19,4,NA,NA,NA,397,-5,59,1018,2,NW,2.68,0,0
10029,2011,2,22,20,4,NA,NA,NA,395,-5,64,1018,1,cv,0.45,0,0
10030,2011,2,22,21,4,NA,NA,NA,401,-5,69,1018,0,cv,1.34,0,0
10031,2011,2,22,22,4,NA,NA,NA,406,-6,68,1018,-1,cv,2.23,0,0
10032,2011,2,22,23,4,NA,NA,NA,399,-5,69,1018,0,cv,3.12,0,0
10033,2011,2,23,0,4,NA,NA,NA,373,-4,74,1018,0,cv,4.01,0,0
10034,2011,2,23,1,4,NA,NA,NA,396,-5,86,1018,-3,NE,1.79,0,0
10035,2011,2,23,2,4,NA,NA,NA,461,-5,86,1017,-3,NE,2.68,0,0
10036,2011,2,23,3,4,NA,NA,NA,455,-5,86,1017,-3,cv,0.45,0,0
10037,2011,2,23,4,4,NA,NA,NA,415,-5,86,1017,-3,NE,0.89,0,0
10038,2011,2,23,5,4,NA,NA,NA,406,-5,79,1017,-2,NW,1.79,0,0
10039,2011,2,23,6,4,NA,NA,NA,421,-5,86,1017,-3,NW,2.68,0,0
10040,2011,2,23,7,4,NA,NA,NA,420,-5,86,1017,-3,NW,4.47,0,0
10041,2011,2,23,8,4,NA,NA,NA,393,-4,80,1017,-1,NW,7.6,0,0
10042,2011,2,23,9,4,NA,NA,NA,389,-4,74,1017,0,NW,9.39,0,0
10043,2011,2,23,10,4,NA,NA,NA,401,-4,64,1017,2,NE,0.89,0,0
10044,2011,2,23,11,4,NA,NA,NA,403,-4,55,1016,4,NW,1.79,0,0
10045,2011,2,23,12,4,NA,NA,NA,406,-4,52,1015,5,SE,3.13,0,0
10046,2011,2,23,13,4,NA,NA,NA,469,-3,48,1014,7,SE,6.26,0,0
10047,2011,2,23,14,4,NA,NA,NA,409,-3,45,1013,8,SE,9.39,0,0
10048,2011,2,23,15,4,NA,NA,NA,397,-3,42,1013,9,SE,11.18,0,0
10049,2011,2,23,16,4,NA,NA,NA,387,-3,42,1012,9,cv,0.89,0,0
10050,2011,2,23,17,4,NA,NA,NA,396,-2,49,1012,8,cv,1.78,0,0
10051,2011,2,23,18,4,NA,NA,NA,436,-3,52,1013,6,NW,1.79,0,0
10052,2011,2,23,19,4,NA,NA,NA,470,-4,59,1013,3,NW,4.92,0,0
10053,2011,2,23,20,4,NA,NA,NA,451,-4,59,1014,3,NW,8.05,0,0
10054,2011,2,23,21,4,NA,NA,NA,436,-4,59,1015,3,NW,11.18,0,0
10055,2011,2,23,22,4,NA,NA,NA,411,-3,64,1015,3,NW,14.31,0,0
10056,2011,2,23,23,4,NA,NA,NA,418,-3,64,1015,3,NW,18.33,0,0
10057,2011,2,24,0,4,NA,NA,NA,424,-3,69,1016,2,NW,22.35,0,0
10058,2011,2,24,1,4,NA,NA,NA,413,-3,69,1017,2,NW,23.24,0,0
10059,2011,2,24,2,4,NA,NA,NA,404,-4,74,1017,0,NW,26.37,0,0
10060,2011,2,24,3,4,NA,NA,NA,397,-4,69,1017,1,NW,28.16,0,0
10061,2011,2,24,4,4,NA,NA,NA,285,-5,86,1018,-3,NW,32.18,0,0
10062,2011,2,24,5,4,NA,NA,NA,215,-5,86,1018,-3,NW,36.2,0,0
10063,2011,2,24,6,4,NA,NA,NA,136,-5,79,1019,-2,NW,39.33,0,0
10064,2011,2,24,7,4,NA,NA,NA,119,-7,68,1020,-2,NW,43.35,0,0
10065,2011,2,24,8,4,NA,NA,NA,38,-8,44,1022,3,NW,48.27,0,0
10066,2011,2,24,9,4,NA,NA,NA,16,-10,30,1023,6,NW,53.19,0,0
10067,2011,2,24,10,4,NA,NA,NA,13,-13,20,1023,8,NE,4.92,0,0
10068,2011,2,24,11,4,NA,NA,NA,17,-14,18,1023,9,NW,4.92,0,0
10069,2011,2,24,12,4,NA,NA,NA,23,-15,16,1023,9,NE,4.02,0,0
10070,2011,2,24,13,4,NA,NA,NA,29,-16,14,1022,10,NE,8.04,0,0
10071,2011,2,24,14,4,NA,NA,NA,34,-17,12,1022,11,NW,4.02,0,0
10072,2011,2,24,15,4,NA,NA,NA,28,-18,11,1022,11,NW,8.04,0,0
10073,2011,2,24,16,4,NA,NA,NA,24,-19,10,1022,11,NW,12.96,0,0
10074,2011,2,24,17,4,NA,NA,NA,21,-19,10,1022,11,NW,17.88,0,0
10075,2011,2,24,18,4,NA,NA,NA,41,-17,16,1023,7,cv,0.89,0,0
10076,2011,2,24,19,4,NA,NA,NA,52,-16,18,1023,6,SE,3.13,0,0
10077,2011,2,24,20,4,NA,NA,NA,142,-3,64,1025,3,SE,8.05,0,0
10078,2011,2,24,21,4,NA,NA,NA,99,-5,64,1026,1,SE,12.97,0,0
10079,2011,2,24,22,4,NA,NA,NA,55,-6,63,1028,0,SE,16.99,0,0
10080,2011,2,24,23,4,NA,NA,NA,55,-6,68,1029,-1,SE,20.12,0,0
10081,2011,2,25,0,4,NA,NA,NA,53,-6,68,1030,-1,SE,21.91,0,0
10082,2011,2,25,1,4,NA,NA,NA,67,-6,79,1030,-3,SE,22.8,0,0
10083,2011,2,25,2,4,NA,NA,NA,72,-6,85,1030,-4,cv,0.89,0,0
10084,2011,2,25,3,4,NA,NA,NA,77,-6,85,1030,-4,SE,0.89,0,0
10085,2011,2,25,4,4,NA,NA,NA,75,-6,85,1030,-4,cv,0.45,0,0
10086,2011,2,25,5,4,NA,NA,NA,80,-7,85,1031,-5,cv,0.9,0,0
10087,2011,2,25,6,4,NA,NA,NA,106,-5,92,1031,-4,cv,1.35,0,0
10088,2011,2,25,7,4,NA,NA,NA,95,-7,85,1032,-5,NW,1.79,0,0
10089,2011,2,25,8,4,NA,NA,NA,100,-4,92,1033,-3,NE,0.89,0,0
10090,2011,2,25,9,4,NA,NA,NA,98,-7,59,1034,0,cv,0.89,0,0
10091,2011,2,25,10,4,NA,NA,NA,79,-7,51,1034,2,SE,1.79,0,0
10092,2011,2,25,11,4,NA,NA,NA,74,-9,38,1034,4,cv,0.89,0,0
10093,2011,2,25,12,4,NA,NA,NA,71,-8,38,1033,5,SE,1.79,0,0
10094,2011,2,25,13,4,NA,NA,NA,75,-9,33,1032,6,SE,3.58,0,0
