No,year,month,day,hour,season,PM_City Station,PM_5th Middle School,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
3692,2010,6,3,19,2,NA,NA,NA,19.4,68,1005.4,25.7,NE,0.7,0,0
3693,2010,6,3,20,2,NA,NA,NA,18.6,67,1005.8,25.2,NE,1.5,0,0
3694,2010,6,3,21,2,NA,NA,NA,19.5,73,1006.1,24.7,cv,0.1,0,0
3695,2010,6,3,22,2,NA,NA,NA,18.7,70,1006.4,24.5,NE,1.1,0,0
3696,2010,6,3,23,2,NA,NA,NA,19.4,75,1006.6,24.1,cv,0,0,0
3697,2010,6,4,0,2,NA,NA,NA,19.4,80,1006.7,23,NW,1,0,0
3698,2010,6,4,1,2,NA,NA,NA,19.5,82,1006.3,22.7,cv,0.4,0,0
3699,2010,6,4,2,2,NA,NA,NA,19.6,83,1006,22.6,NW,1.1,0,0
3700,2010,6,4,3,2,NA,NA,NA,19.4,81,1005.9,22.8,NW,2.5,0,0
3701,2010,6,4,4,2,NA,NA,NA,19.1,79,1005.7,22.9,NW,3.3,0,0
3702,2010,6,4,5,2,NA,NA,NA,19.2,80,1005.9,22.8,NW,4.1,0,0
3703,2010,6,4,6,2,NA,NA,NA,19.1,79,1006.5,22.9,NW,4.8,0,0
3704,2010,6,4,7,2,NA,NA,NA,19.3,79,1007.3,23.1,NE,0.9,0,0
3705,2010,6,4,8,2,NA,NA,NA,18.8,74,1007.6,23.7,NE,1.8,0,0
3706,2010,6,4,9,2,NA,NA,NA,18.9,71,1007.6,24.5,NW,0.7,0,0
3707,2010,6,4,10,2,NA,NA,NA,19,66,1007.5,25.8,NW,2.4,0,0
3708,2010,6,4,11,2,NA,NA,NA,18.4,61,1007.3,26.5,NE,1.4,0,0
3709,2010,6,4,12,2,NA,NA,NA,18.7,57,1006.6,28,NW,2.1,0,0
3710,2010,6,4,13,2,NA,NA,NA,17.2,49,1006.1,29,NW,3,0,0
3711,2010,6,4,14,2,NA,NA,NA,17.1,47,1005.1,29.6,NE,1.2,0,0
3712,2010,6,4,15,2,NA,NA,NA,16.8,44,1004.5,30.4,NW,1.5,0,0
3713,2010,6,4,16,2,NA,NA,NA,17.8,49,1004.2,29.6,NW,2.8,0,0
3714,2010,6,4,17,2,NA,NA,NA,17.8,52,1003.8,28.6,NW,4.3,0,0
3715,2010,6,4,18,2,NA,NA,NA,18.3,54,1003.9,28.5,NE,1.3,0,0
3716,2010,6,4,19,2,NA,NA,NA,17.6,55,1003.9,27.4,NW,2,0,0
3717,2010,6,4,20,2,NA,NA,NA,18,61,1004.1,26.1,NW,2.9,0,0
3718,2010,6,4,21,2,NA,NA,NA,18.3,65,1004.6,25.3,NE,0.6,0,0
3719,2010,6,4,22,2,NA,NA,NA,18.6,68,1005.1,24.9,NW,0.9,0,0
3720,2010,6,4,23,2,NA,NA,NA,18.5,69,1005,24.6,NW,2.2,0,0
3721,2010,6,5,0,2,NA,NA,NA,18.7,72,1005,24.1,NW,3.2,0,0
3722,2010,6,5,1,2,NA,NA,NA,18.7,73,1004.4,23.8,NW,4,0,0
3723,2010,6,5,2,2,NA,NA,NA,18.6,74,1004.1,23.5,NW,4.9,0,0
3724,2010,6,5,3,2,NA,NA,NA,18.8,78,1004.5,22.8,NW,5.6,0,0
3725,2010,6,5,4,2,NA,NA,NA,18.5,75,1004.4,23.2,NW,6.5,0,0
3726,2010,6,5,5,2,NA,NA,NA,18.4,76,1004.4,22.9,NW,7.4,0,0
3727,2010,6,5,6,2,NA,NA,NA,17.9,73,1005.1,23,cv,0.4,0,0
3728,2010,6,5,7,2,NA,NA,NA,18.4,72,1005.9,23.7,NE,0.7,0,0
3729,2010,6,5,8,2,NA,NA,NA,17.2,62,1006.4,25,NW,1.1,0,0
3730,2010,6,5,9,2,NA,NA,NA,17.3,56,1006.1,26.8,NE,2.1,0,0
3731,2010,6,5,10,2,NA,NA,NA,16.9,52,1005.9,27.6,SE,2.9,0,0
3732,2010,6,5,11,2,NA,NA,NA,16.2,47,1005.4,28.6,SE,4.9,0,0
3733,2010,6,5,12,2,NA,NA,NA,17.5,49,1004.9,29.3,SE,7,0,0
3734,2010,6,5,13,2,NA,NA,NA,16.1,42,1004.3,30.5,SW,1.6,0,0
3735,2010,6,5,14,2,NA,NA,NA,16.1,41,1003.8,30.9,NE,1,0,0
3736,2010,6,5,15,2,NA,NA,NA,14.7,36,1003.3,31.6,NW,1.3,0,0
3737,2010,6,5,16,2,NA,NA,NA,14.5,35,1002.9,31.9,SW,0.9,0,0
3738,2010,6,5,17,2,NA,NA,NA,14.8,38,1002.7,30.8,NE,1.4,0,0
3739,2010,6,5,18,2,NA,NA,NA,15.3,41,1002.9,30,NE,2.6,0,0
3740,2010,6,5,19,2,NA,NA,NA,16.7,48,1003.2,28.8,NE,3.3,0,0
3741,2010,6,5,20,2,NA,NA,NA,21.2,70,1004,27.1,SE,2.5,0,0
3742,2010,6,5,21,2,NA,NA,NA,21.2,73,1004.4,26.4,SE,4.4,0,0
3743,2010,6,5,22,2,NA,NA,NA,21,75,1005,25.8,SE,5.5,0,0
3744,2010,6,5,23,2,NA,NA,NA,20.9,76,1005.2,25.4,SW,1.2,0,0
3745,2010,6,6,0,2,NA,NA,NA,20.7,76,1004.9,25.2,SE,1.5,0,0
3746,2010,6,6,1,2,NA,NA,NA,20.9,78,1005,25,SE,2.7,0,0
3747,2010,6,6,2,2,NA,NA,NA,20.5,78,1004.8,24.6,SE,4.4,0,0
3748,2010,6,6,3,2,NA,NA,NA,20.6,79,1004.8,24.5,SE,5.9,0,0
3749,2010,6,6,4,2,NA,NA,NA,20.2,77,1004.8,24.5,SE,7.3,0,0
3750,2010,6,6,5,2,NA,NA,NA,20.1,77,1005.1,24.4,SE,8.9,0,0
3751,2010,6,6,6,2,NA,NA,NA,20.3,78,1005.6,24.4,SE,10.1,0,0
3752,2010,6,6,7,2,NA,NA,NA,20.4,78,1006.1,24.5,SE,12.1,0,0
3753,2010,6,6,8,2,NA,NA,NA,20.1,75,1006.6,24.8,SE,14.2,0,0
3754,2010,6,6,9,2,NA,NA,NA,20.6,75,1007.1,25.3,SW,1,0,0
3755,2010,6,6,10,2,NA,NA,NA,20,66,1006.8,26.9,SE,2,0,0
3756,2010,6,6,11,2,NA,NA,NA,20.4,64,1006.5,27.8,SW,1.4,0,0
3757,2010,6,6,12,2,NA,NA,NA,20.3,58,1006,29.4,SW,2.9,0,0
3758,2010,6,6,13,2,NA,NA,NA,18.5,50,1004.8,30.1,SW,4.4,0,0
3759,2010,6,6,14,2,NA,NA,NA,18.5,48,1004.2,30.8,SW,5.9,0,0
3760,2010,6,6,15,2,NA,NA,NA,19.2,51,1003.7,30.5,SW,8.4,0,0
3761,2010,6,6,16,2,NA,NA,NA,18.9,50,1003,30.5,SW,9.7,0,0
3762,2010,6,6,17,2,NA,NA,NA,18.7,51,1003,29.9,SW,11.8,0,0
3763,2010,6,6,18,2,NA,NA,NA,19.4,55,1003.3,29.4,SE,1.4,0,0
3764,2010,6,6,19,2,NA,NA,NA,19.9,59,1003.9,28.7,SE,2.9,0,0
3765,2010,6,6,20,2,NA,NA,NA,20.1,62,1004.2,28.1,SE,5.2,0,0
3766,2010,6,6,21,2,NA,NA,NA,20.8,67,1004.6,27.5,SE,7.2,0,0
3767,2010,6,6,22,2,NA,NA,NA,21.2,70,1005.1,27.1,SW,0.9,0,0
3768,2010,6,6,23,2,NA,NA,NA,20.5,69,1005.7,26.7,SW,2.7,0,0
3769,2010,6,7,0,2,NA,NA,NA,20.4,71,1005.7,26.1,SE,2.4,0,0
3770,2010,6,7,1,2,NA,NA,NA,20.5,74,1006,25.5,SE,4.5,0,0
3771,2010,6,7,2,2,NA,NA,NA,19.7,71,1005.5,25.3,SE,5.8,0,0
3772,2010,6,7,3,2,NA,NA,NA,19.9,73,1005.4,25.1,SW,1.1,0,0
3773,2010,6,7,4,2,NA,NA,NA,20,74,1005.5,25,SE,1.3,0,0
3774,2010,6,7,5,2,NA,NA,NA,20.2,75,1005.3,24.9,SE,2.7,0,0
3775,2010,6,7,6,2,NA,NA,NA,20.3,76,1005.7,24.8,SE,4.1,0,0
3776,2010,6,7,7,2,NA,NA,NA,20.8,77,1006.2,25.1,SE,5.6,0,0
3777,2010,6,7,8,2,NA,NA,NA,20.5,74,1006.5,25.5,SE,7.3,0,0
3778,2010,6,7,9,2,NA,NA,NA,20.2,68,1006.7,26.6,SE,9,0,0
3779,2010,6,7,10,2,NA,NA,NA,19.7,65,1007,26.8,SE,10.6,0,0
3780,2010,6,7,11,2,NA,NA,NA,19.2,58,1006.7,28.3,SE,12.8,0,0
3781,2010,6,7,12,2,NA,NA,NA,19.3,57,1006,28.7,SE,14.9,0,0
3782,2010,6,7,13,2,NA,NA,NA,19.4,55,1005.4,29.4,SE,18.2,0,0
3783,2010,6,7,14,2,NA,NA,NA,19.5,57,1004.8,28.9,SE,21.2,0,0
3784,2010,6,7,15,2,NA,NA,NA,19.5,57,1004,28.9,SE,24,0,0
3785,2010,6,7,16,2,NA,NA,NA,19.6,58,1003.7,28.7,SE,26.9,0,0
3786,2010,6,7,17,2,NA,NA,NA,19.2,56,1003.3,28.8,SE,29.2,0,0
3787,2010,6,7,18,2,NA,NA,NA,19.2,58,1003.6,28.3,SE,32.3,0,0
3788,2010,6,7,19,2,NA,NA,NA,18.1,56,1003.8,27.7,SE,34.3,0,0
3789,2010,6,7,20,2,NA,NA,NA,17.6,57,1004.7,26.8,SE,36.6,0,0
3790,2010,6,7,21,2,NA,NA,NA,18.7,63,1005.5,26.3,SE,38.4,0,0
3791,2010,6,7,22,2,NA,NA,NA,19.4,68,1005.9,25.7,SE,40.3,0,0
3792,2010,6,7,23,2,NA,NA,NA,20,72,1006.3,25.4,SE,43.6,0,0
3793,2010,6,8,0,2,NA,NA,NA,18.8,67,1006.2,25.4,SE,45.9,0,0
3794,2010,6,8,1,2,NA,NA,NA,19,68,1005.6,25.3,SE,49,0,0
3795,2010,6,8,2,2,NA,NA,NA,18.9,69,1004.9,25,SE,51.6,0,0
3796,2010,6,8,3,2,NA,NA,NA,18.4,67,1004.1,25,SE,53.7,0,0
3797,2010,6,8,4,2,NA,NA,NA,15.8,57,1004.5,24.9,SE,55.5,0,0
3798,2010,6,8,5,2,NA,NA,NA,15.8,57,1004.7,24.9,SE,57.3,0,0
3799,2010,6,8,6,2,NA,NA,NA,17,62,1005,24.8,SE,59.9,0,0
3800,2010,6,8,7,2,NA,NA,NA,17.5,64,1005.3,24.8,SE,61.8,0,0
3801,2010,6,8,8,2,NA,NA,NA,18.5,66,1005.9,25.3,SE,63,0,0
3802,2010,6,8,9,2,NA,NA,NA,18.6,61,1005.6,26.7,SE,65.8,0,0
3803,2010,6,8,10,2,NA,NA,NA,18.5,59,1005.1,27.2,SE,68.8,0,0
3804,2010,6,8,11,2,NA,NA,NA,18.9,56,1005,28.5,SE,71.2,0,0
3805,2010,6,8,12,2,NA,NA,NA,19.3,57,1004.8,28.7,SW,2.4,0,0
3806,2010,6,8,13,2,NA,NA,NA,19,56,1004.2,28.6,SE,2,0,0
3807,2010,6,8,14,2,NA,NA,NA,20.2,66,1003.7,27.1,SE,4.2,0,0
3808,2010,6,8,15,2,NA,NA,NA,19.6,60,1002.6,28.1,SE,7.2,0,0
3809,2010,6,8,16,2,NA,NA,NA,19.6,61,1001.8,27.8,SE,10.1,0,0
3810,2010,6,8,17,2,NA,NA,NA,18.8,58,1001.9,27.8,SE,12,0,0
3811,2010,6,8,18,2,NA,NA,NA,19,60,1002.7,27.5,SE,14.5,0,0
3812,2010,6,8,19,2,NA,NA,NA,19.7,64,1002.9,27.1,SE,17.4,0,0
3813,2010,6,8,20,2,NA,NA,NA,20.4,69,1002.9,26.6,SE,19.9,0,0
3814,2010,6,8,21,2,NA,NA,NA,20.7,70,1003.8,26.6,SE,22,0,0
3815,2010,6,8,22,2,NA,NA,NA,22.1,82,1004.2,25.4,SE,23.1,0.1,0.1
3816,2010,6,8,23,2,NA,NA,NA,21.8,80,1004,25.5,SE,25.4,0.1,0.2
3817,2010,6,9,0,2,NA,NA,NA,21.6,79,1003.3,25.5,SE,26.7,0,0
3818,2010,6,9,1,2,NA,NA,NA,21.9,78,1002.6,26,SE,28.5,0,0
3819,2010,6,9,2,2,NA,NA,NA,22.1,83,1002.3,25.2,SE,30.3,0.1,0.1
3820,2010,6,9,3,2,NA,NA,NA,22.5,88,1002.2,24.6,SE,31.9,0.7,0.8
3821,2010,6,9,4,2,NA,NA,NA,22.7,89,1001.7,24.6,SE,33.6,0.4,1.2
3822,2010,6,9,5,2,NA,NA,NA,22.8,90,1002.1,24.6,SE,35,0.9,2.1
3823,2010,6,9,6,2,NA,NA,NA,23,92,1002.5,24.4,SE,36.6,10,12.1
3824,2010,6,9,7,2,NA,NA,NA,23.2,92,1002.8,24.6,SE,38,1.1,13.2
3825,2010,6,9,8,2,NA,NA,NA,23.2,92,1003.1,24.6,NE,2.2,12.6,25.8
3826,2010,6,9,9,2,NA,NA,NA,23.6,92,1003.6,25,SE,1.9,0.6,26.4
3827,2010,6,9,10,2,NA,NA,NA,23.5,88,1003.5,25.6,SE,4.3,0.1,26.5
3828,2010,6,9,11,2,NA,NA,NA,23,83,1003.7,26.1,SE,6.7,0,0
3829,2010,6,9,12,2,NA,NA,NA,23,79,1003.1,27,SE,8.5,0,0
3830,2010,6,9,13,2,NA,NA,NA,22.7,77,1002.8,27.1,SW,1.1,0,0
3831,2010,6,9,14,2,NA,NA,NA,23.1,77,1002.1,27.5,SE,1.9,0,0
3832,2010,6,9,15,2,NA,NA,NA,22.4,70,1001,28.4,SE,4.5,0,0
3833,2010,6,9,16,2,NA,NA,NA,22.8,70,1000.8,28.8,SE,6.5,0,0
3834,2010,6,9,17,2,NA,NA,NA,23.2,72,1000.3,28.7,SE,9.4,0,0
3835,2010,6,9,18,2,NA,NA,NA,23.1,77,1001.2,27.5,SE,11.7,0,0
3836,2010,6,9,19,2,NA,NA,NA,23,80,1002,26.7,SE,14.6,0.1,0.1
3837,2010,6,9,20,2,NA,NA,NA,23,81,1002.3,26.5,SE,16.7,0,0
3838,2010,6,9,21,2,NA,NA,NA,23.1,82,1003.7,26.4,SE,18,0,0
3839,2010,6,9,22,2,NA,NA,NA,23.8,88,1005,25.9,cv,0.4,1,1
3840,2010,6,9,23,2,NA,NA,NA,23.1,89,1004.6,25,NE,1.4,1.8,2.8
3841,2010,6,10,0,2,NA,NA,NA,22.8,90,1004.6,24.6,NE,2,1.1,3.9
3842,2010,6,10,1,2,NA,NA,NA,22.7,90,1003.9,24.4,NW,0.9,0.5,4.4
3843,2010,6,10,2,2,NA,NA,NA,22.6,91,1002.8,24.2,cv,0,0,0
3844,2010,6,10,3,2,NA,NA,NA,22.3,91,1002.7,23.9,cv,0,0,0
3845,2010,6,10,4,2,NA,NA,NA,22.5,92,1002.8,23.9,cv,0,0,0
3846,2010,6,10,5,2,NA,NA,NA,22.3,91,1003.4,23.9,cv,0,3,3
3847,2010,6,10,6,2,NA,NA,NA,22.4,92,1003.4,23.8,NW,1.3,0.2,3.2
3848,2010,6,10,7,2,NA,NA,NA,22.4,92,1003.9,23.8,NW,2.2,0.8,4
3849,2010,6,10,8,2,NA,NA,NA,22.6,90,1004.2,24.3,NE,1.3,0,0
3850,2010,6,10,9,2,NA,NA,NA,22.8,85,1004.8,25.5,NW,1.1,0,0
3851,2010,6,10,10,2,NA,NA,NA,22.6,82,1004.9,25.9,NE,0.7,0,0
3852,2010,6,10,11,2,NA,NA,NA,22.5,80,1005,26.2,NE,1.6,0,0
3853,2010,6,10,12,2,NA,NA,NA,22.9,86,1005,25.4,SW,0.6,1.2,1.2
3854,2010,6,10,13,2,NA,NA,NA,22.8,88,1004.1,24.9,NE,0.9,0.9,2.1
3855,2010,6,10,14,2,NA,NA,NA,22.8,86,1003.6,25.3,NE,2,0.5,2.6
3856,2010,6,10,15,2,NA,NA,NA,22.6,84,1003,25.5,NW,1.8,0,0
3857,2010,6,10,16,2,NA,NA,NA,22.3,80,1002.7,26,NW,4.3,0,0
3858,2010,6,10,17,2,NA,NA,NA,22,80,1002.8,25.7,NE,2,0,0
3859,2010,6,10,18,2,NA,NA,NA,22.5,81,1003.1,26,NW,0.6,0,0
3860,2010,6,10,19,2,NA,NA,NA,22.4,83,1003.7,25.5,NW,1.7,0,0
3861,2010,6,10,20,2,NA,NA,NA,21.4,80,1004.5,25.1,NW,3.9,0,0
3862,2010,6,10,21,2,NA,NA,NA,21,81,1004.7,24.5,NE,1.8,0,0
3863,2010,6,10,22,2,NA,NA,NA,20.8,81,1005.5,24.3,NW,1,0,0
3864,2010,6,10,23,2,NA,NA,NA,20.6,80,1005.5,24.3,NW,1.6,0,0
3865,2010,6,11,0,2,NA,NA,NA,20.8,82,1005,24.1,NW,2.5,0,0
3866,2010,6,11,1,2,NA,NA,NA,20.6,82,1004.7,23.9,NW,3.7,0,0
3867,2010,6,11,2,2,NA,NA,NA,20.8,84,1004.2,23.7,NW,4.8,0,0
3868,2010,6,11,3,2,NA,NA,NA,21.1,88,1003.7,23.2,NW,5.7,0.1,0.1
3869,2010,6,11,4,2,NA,NA,NA,20.8,87,1003.9,23.1,NW,6.9,0,0
3870,2010,6,11,5,2,NA,NA,NA,20.9,87,1004.1,23.2,cv,0.5,0,0
3871,2010,6,11,6,2,NA,NA,NA,21,87,1004.3,23.3,cv,0.5,0,0
3872,2010,6,11,7,2,NA,NA,NA,21.4,88,1004.8,23.5,NE,0.6,0,0
3873,2010,6,11,8,2,NA,NA,NA,21.3,87,1005,23.6,SW,0.9,0,0
3874,2010,6,11,9,2,NA,NA,NA,21.2,88,1005.1,23.3,NW,1,0.2,0.2
3875,2010,6,11,10,2,NA,NA,NA,21.5,88,1005.4,23.6,NW,1.9,0,0
3876,2010,6,11,11,2,NA,NA,NA,21.8,89,1005.6,23.7,NW,3.1,0.1,0.1
3877,2010,6,11,12,2,NA,NA,NA,21.1,84,1005.6,24,NW,4.2,0,0
3878,2010,6,11,13,2,NA,NA,NA,21.1,82,1005.1,24.4,NE,1.9,0,0
3879,2010,6,11,14,2,NA,NA,NA,20.7,82,1004.6,24,NW,2.1,0,0
3880,2010,6,11,15,2,NA,NA,NA,20.8,78,1003.8,24.9,NW,3.5,0,0
3881,2010,6,11,16,2,NA,NA,NA,20.3,78,1003.9,24.4,NW,4.9,0,0
3882,2010,6,11,17,2,NA,NA,NA,20.1,79,1003.6,24,NW,6.6,0,0
3883,2010,6,11,18,2,NA,NA,NA,20.1,80,1003.9,23.8,NE,2.1,0,0
3884,2010,6,11,19,2,NA,NA,NA,20,80,1004.4,23.7,NE,4,0,0
3885,2010,6,11,20,2,NA,NA,NA,19.9,80,1004.8,23.5,NW,1,0,0
3886,2010,6,11,21,2,NA,NA,NA,20,82,1005.1,23.2,NW,2.6,0,0
3887,2010,6,11,22,2,NA,NA,NA,20.1,84,1005.5,22.9,cv,0,0,0
3888,2010,6,11,23,2,NA,NA,NA,20.5,86,1006,23,NW,0.8,0,0
3889,2010,6,12,0,2,NA,NA,NA,20.2,83,1005.9,23.2,NW,1.7,0,0
3890,2010,6,12,1,2,NA,NA,NA,20.5,87,1005.3,22.8,SW,0.6,6,6
3891,2010,6,12,2,2,NA,NA,NA,21.1,91,1004.7,22.6,NW,0.9,0.5,6.5
3892,2010,6,12,3,2,NA,NA,NA,20.7,91,1004.4,22.2,SW,1,0.8,7.3
3893,2010,6,12,4,2,NA,NA,NA,20.8,92,1004.1,22.2,cv,0,0.1,7.4
3894,2010,6,12,5,2,NA,NA,NA,20.8,92,1004.5,22.2,NW,0.8,0,0
3895,2010,6,12,6,2,NA,NA,NA,20.9,92,1005,22.3,SW,1.3,0,0
3896,2010,6,12,7,2,NA,NA,NA,21.2,92,1005.1,22.6,NW,0.6,0,0
3897,2010,6,12,8,2,NA,NA,NA,21.5,90,1005.4,23.2,NE,0.8,0,0
3898,2010,6,12,9,2,NA,NA,NA,21.6,86,1005.4,24.1,NE,1.4,0,0
3899,2010,6,12,10,2,NA,NA,NA,21.4,79,1005.3,25.3,NE,2.8,0,0
3900,2010,6,12,11,2,NA,NA,NA,22.1,75,1004.7,26.9,NE,3.7,0,0
3901,2010,6,12,12,2,NA,NA,NA,21.7,71,1004.4,27.4,SE,0.9,0,0
3902,2010,6,12,13,2,NA,NA,NA,22.4,71,1004.1,28.2,cv,0.5,0,0
3903,2010,6,12,14,2,NA,NA,NA,22.5,70,1003.5,28.5,NW,0.9,0,0
3904,2010,6,12,15,2,NA,NA,NA,22.8,71,1002.8,28.6,NW,2.1,0,0
3905,2010,6,12,16,2,NA,NA,NA,22.3,66,1002.1,29.3,NW,3.1,0,0
3906,2010,6,12,17,2,NA,NA,NA,23,71,1001.9,28.8,NW,4.4,0,0
3907,2010,6,12,18,2,NA,NA,NA,22.6,72,1001.8,28.1,NW,5.6,0,0
3908,2010,6,12,19,2,NA,NA,NA,22.5,75,1002.5,27.3,NW,7.5,0,0
3909,2010,6,12,20,2,NA,NA,NA,22.6,78,1002.9,26.8,NE,1.3,0,0
3910,2010,6,12,21,2,NA,NA,NA,23,81,1003.4,26.5,NE,1.9,0,0
3911,2010,6,12,22,2,NA,NA,NA,22.8,82,1003.4,26.1,cv,0.1,0,0
3912,2010,6,12,23,2,NA,NA,NA,23,84,1003.8,25.9,cv,0.1,0,0
3913,2010,6,13,0,2,NA,NA,NA,23,84,1003.7,25.9,cv,0.1,0,0
3914,2010,6,13,1,2,NA,NA,NA,22.8,84,1003.2,25.7,NW,0.7,0,0
3915,2010,6,13,2,2,NA,NA,NA,22.9,86,1002.6,25.4,cv,0,0,0
3916,2010,6,13,3,2,NA,NA,NA,22.8,87,1001.9,25.1,cv,0,0,0
3917,2010,6,13,4,2,NA,NA,NA,23,87,1002.1,25.3,cv,0,0,0
3918,2010,6,13,5,2,NA,NA,NA,23,87,1002.4,25.3,cv,0,0,0
3919,2010,6,13,6,2,NA,NA,NA,23,88,1002.5,25.1,cv,0,0,0
3920,2010,6,13,7,2,NA,NA,NA,23.7,90,1002.6,25.5,cv,0,0.2,0.2
3921,2010,6,13,8,2,NA,NA,NA,23.7,88,1002.9,25.8,NE,1,0,0
3922,2010,6,13,9,2,NA,NA,NA,24.1,82,1003.4,27.4,NE,2,0,0
3923,2010,6,13,10,2,NA,NA,NA,23.8,76,1003.4,28.4,cv,0.1,0,0
3924,2010,6,13,11,2,NA,NA,NA,24.3,77,1003,28.7,SE,2.2,0,0
3925,2010,6,13,12,2,NA,NA,NA,24.6,72,1002.8,30.2,SW,1,0,0
3926,2010,6,13,13,2,NA,NA,NA,24.1,66,1002,31.2,SW,2.7,0,0
3927,2010,6,13,14,2,NA,NA,NA,22.8,71,1001.9,28.6,SW,5.1,0,0
3928,2010,6,13,15,2,NA,NA,NA,23,69,1001.7,29.3,SW,8.2,0,0
3929,2010,6,13,16,2,NA,NA,NA,24.3,83,1001.2,27.4,SW,9.4,0.6,0.6
3930,2010,6,13,17,2,NA,NA,NA,24.6,85,1001.2,27.3,cv,0.4,0.4,1
3931,2010,6,13,18,2,NA,NA,NA,25,87,1001.2,27.4,NE,1.2,0.2,1.2
3932,2010,6,13,19,2,NA,NA,NA,25,87,1001.2,27.4,SE,1.3,0,0
3933,2010,6,13,20,2,NA,NA,NA,24.9,88,1001.6,27.1,SE,1.9,0,0
3934,2010,6,13,21,2,NA,NA,NA,25.1,89,1002,27.1,SE,3.1,0,0
3935,2010,6,13,22,2,NA,NA,NA,25.3,89,1002.3,27.3,SE,4.2,0,0
3936,2010,6,13,23,2,NA,NA,NA,25.4,89,1002.8,27.4,SE,5.1,0,0
3937,2010,6,14,0,2,NA,NA,NA,25.3,89,1003,27.3,SE,5.9,0,0
3938,2010,6,14,1,2,NA,NA,NA,25.5,90,1002.4,27.3,SE,6.8,0,0
3939,2010,6,14,2,2,NA,NA,NA,25.5,90,1002.2,27.3,SE,7.7,0,0
3940,2010,6,14,3,2,NA,NA,NA,25.4,90,1001.6,27.2,SE,8.9,0,0
3941,2010,6,14,4,2,NA,NA,NA,25.2,89,1001.5,27.2,SW,0.8,0,0
3942,2010,6,14,5,2,NA,NA,NA,25.3,90,1001.4,27.1,SE,1.2,0,0
3943,2010,6,14,6,2,NA,NA,NA,25.3,90,1001.2,27.1,NE,0.9,0,0
3944,2010,6,14,7,2,NA,NA,NA,25.3,89,1001.7,27.3,SE,1.2,0,0
3945,2010,6,14,8,2,NA,NA,NA,25.3,87,1002.2,27.7,NE,1.1,0,0
3946,2010,6,14,9,2,NA,NA,NA,25.4,83,1002.4,28.6,SW,1.1,0,0
3947,2010,6,14,10,2,NA,NA,NA,25.5,78,1002.7,29.8,SW,2.3,0,0
3948,2010,6,14,11,2,NA,NA,NA,25.2,72,1001.8,30.8,SW,3.9,0,0
3949,2010,6,14,12,2,NA,NA,NA,25.2,67,1001.8,32.1,SW,5.8,0,0
3950,2010,6,14,13,2,NA,NA,NA,24.2,68,1001.3,30.8,SW,8.3,0,0
3951,2010,6,14,14,2,NA,NA,NA,24.2,69,1000.7,30.5,SW,10.9,0,0
3952,2010,6,14,15,2,NA,NA,NA,24.5,71,1000.7,30.3,SW,12.6,0,0
3953,2010,6,14,16,2,NA,NA,NA,24.8,74,1000.3,29.9,SE,1.1,0,0
3954,2010,6,14,17,2,NA,NA,NA,24.8,74,999.3,29.9,SW,1.6,0,0
3955,2010,6,14,18,2,NA,NA,NA,24.8,75,999.4,29.7,SE,1.6,0,0
3956,2010,6,14,19,2,NA,NA,NA,25,77,999.7,29.5,SE,2.4,0,0
3957,2010,6,14,20,2,NA,NA,NA,25.2,79,1000.2,29.2,SE,3.7,0,0
3958,2010,6,14,21,2,NA,NA,NA,24.8,79,1000.7,28.8,SE,5,0,0
3959,2010,6,14,22,2,NA,NA,NA,24.9,81,1001.2,28.5,SE,6.1,0,0
3960,2010,6,14,23,2,NA,NA,NA,24.7,80,1001.3,28.5,SE,7.9,0,0
3961,2010,6,15,0,2,NA,NA,NA,25,83,1001.2,28.2,SE,9.3,0,0
3962,2010,6,15,1,2,NA,NA,NA,25,84,1001.1,28,SE,11,0,0
3963,2010,6,15,2,2,NA,NA,NA,25.3,88,1000.6,27.5,SE,12.6,0.5,0.5
3964,2010,6,15,3,2,NA,NA,NA,25.4,89,1000,27.4,SE,13.8,0.4,0.9
3965,2010,6,15,4,2,NA,NA,NA,25.5,90,999.9,27.3,SE,14.6,0.1,1
3966,2010,6,15,5,2,NA,NA,NA,25.5,90,999.4,27.3,SE,15.9,0.1,1.1
3967,2010,6,15,6,2,NA,NA,NA,25.4,89,999.9,27.4,SE,16.6,0,0
3968,2010,6,15,7,2,NA,NA,NA,23.8,81,1000.9,27.3,SW,1.2,0,0
3969,2010,6,15,8,2,NA,NA,NA,24.1,82,1001,27.5,SW,2.6,0,0
3970,2010,6,15,9,2,NA,NA,NA,24,78,1001.3,28.2,SW,4.9,0,0
3971,2010,6,15,10,2,NA,NA,NA,24.2,74,1001.5,29.3,SE,1.8,0,0
3972,2010,6,15,11,2,NA,NA,NA,23.9,71,1001.8,29.7,SW,2.1,0,0
3973,2010,6,15,12,2,NA,NA,NA,24.5,73,1001.9,29.9,SW,3.6,0,0
3974,2010,6,15,13,2,NA,NA,NA,24.8,70,1001.4,30.9,SW,5.6,0,0
3975,2010,6,15,14,2,NA,NA,NA,24.9,69,1000.9,31.3,SW,7.3,0,0
3976,2010,6,15,15,2,NA,NA,NA,24.9,67,1000.2,31.8,SW,8.4,0,0
3977,2010,6,15,16,2,NA,NA,NA,24.4,66,999.7,31.5,SW,9.7,0,0
3978,2010,6,15,17,2,NA,NA,NA,22.5,81,1001.1,26,SW,13.6,3.9,3.9
