No,year,month,day,hour,season,PM_Jingan,PM_US Post,PM_Xuhui,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
16301,2011,11,11,4,3,NA,NA,NA,6,76.18,1018,10,NW,40,0,0
16302,2011,11,11,5,3,NA,NA,NA,6,76.18,1019,10,NW,43,0,0
16303,2011,11,11,6,3,NA,NA,NA,5,71.07,1019,10,NW,46,0,0
16304,2011,11,11,7,3,NA,NA,NA,6,76.18,1020,10,NW,49,0,0
16305,2011,11,11,8,3,NA,NA,NA,6,66.71,1020,12,NW,53,0,0
16306,2011,11,11,9,3,NA,NA,NA,5,58.29,1021,13,NW,57,0,0
16307,2011,11,11,10,3,NA,NA,NA,6,54.88,1021,15,NW,61,0,0
16308,2011,11,11,11,3,NA,NA,NA,4,44.78,1020,16,NW,67,0,0
16309,2011,11,11,12,3,NA,NA,NA,6,51.48,1020,16,NW,74,0,0
16310,2011,11,11,13,3,NA,NA,NA,7,51.75,1019,17,NE,7,0,0
16311,2011,11,11,14,3,NA,NA,NA,1,33.95,1018,17,NW,6,0,0
16312,2011,11,11,15,3,NA,NA,NA,2,36.47,1018,17,NW,12,0,0
16313,2011,11,11,16,3,NA,NA,NA,1,36.17,1018,16,NW,16,0,0
16314,2011,11,11,17,3,NA,NA,NA,2,44.2,1019,14,NE,4,0,0
16315,2011,11,11,18,3,NA,NA,NA,3,50.65,1019,13,NE,7,0,0
16316,2011,11,11,19,3,NA,NA,NA,3,54.08,1019,12,NE,10,0,0
16317,2011,11,11,20,3,NA,NA,NA,3,50.65,1020,13,NE,12,0,0
16318,2011,11,11,21,3,NA,NA,NA,2,44.2,1020,14,NE,13,0,0
16319,2011,11,11,22,3,NA,NA,NA,4,58.03,1021,12,NW,2,0,0
16320,2011,11,11,23,3,NA,NA,NA,4,62,1020,11,cv,0,0,0
16321,2011,11,12,0,3,NA,NA,NA,4,62,1020,11,cv,0,0,0
16322,2011,11,12,1,3,NA,NA,NA,5,71.07,1020,10,cv,0,0,0
16323,2011,11,12,2,3,NA,NA,NA,6,81.48,1020,9,SW,3,0,0
16324,2011,11,12,3,3,NA,NA,NA,6,81.48,1020,9,SW,5,0,0
16325,2011,11,12,4,3,NA,NA,NA,6,81.48,1020,9,cv,0,0,0
16326,2011,11,12,5,3,NA,NA,NA,6,81.48,1020,9,cv,0,0,0
16327,2011,11,12,6,3,NA,NA,NA,5,81.34,1021,8,cv,0,0,0
16328,2011,11,12,7,3,NA,NA,NA,6,81.48,1021,9,cv,0,0,0
16329,2011,11,12,8,3,NA,NA,NA,8,76.52,1022,12,SW,2,0,0
16330,2011,11,12,9,3,NA,NA,NA,4,44.78,1022,16,SE,1,0,0
16331,2011,11,12,10,3,NA,NA,NA,6,45.36,1022,18,SW,2,0,0
16332,2011,11,12,11,3,NA,NA,NA,4,39.46,1022,18,SW,4,0,0
16333,2011,11,12,12,3,NA,NA,NA,10,55.93,1021,19,SW,6,0,0
16334,2011,11,12,13,3,NA,NA,NA,11,56.19,1020,20,cv,1,0,0
16335,2011,11,12,14,3,NA,NA,NA,9,49.15,1020,20,NE,2,0,0
16336,2011,11,12,15,3,NA,NA,NA,9,49.15,1020,20,NE,4,0,0
16337,2011,11,12,16,3,NA,NA,NA,9,49.15,1020,20,NW,2,0,0
16338,2011,11,12,17,3,NA,NA,NA,4,37.06,1020,19,NE,2,0,0
16339,2011,11,12,18,3,NA,NA,NA,6,48.31,1021,17,SE,3,0,0
16340,2011,11,12,19,3,NA,NA,NA,9,63.18,1021,16,SE,7,0,0
16341,2011,11,12,20,3,NA,NA,NA,10,72.04,1021,15,SE,9,0,0
16342,2011,11,12,21,3,NA,NA,NA,8,62.95,1021,15,SE,11,0,0
16343,2011,11,12,22,3,NA,NA,NA,8,62.95,1021,15,SE,13,0,0
16344,2011,11,12,23,3,NA,NA,NA,8,67.15,1021,14,SE,15,0,0
16345,2011,11,13,0,3,NA,NA,NA,8,67.15,1021,14,SW,2,0,0
16346,2011,11,13,1,3,NA,NA,NA,8,71.66,1021,13,cv,0,0,0
16347,2011,11,13,2,3,NA,NA,NA,8,76.52,1021,12,cv,0,0,0
16348,2011,11,13,3,3,NA,NA,NA,7,76.35,1021,11,cv,0,0,0
16349,2011,11,13,4,3,NA,NA,NA,8,81.75,1021,11,cv,0,0,0
16350,2011,11,13,5,3,NA,NA,NA,9,87.47,1021,11,cv,0,0,0
16351,2011,11,13,6,3,NA,NA,NA,9,87.47,1021,11,cv,0,0,0
16352,2011,11,13,7,3,NA,NA,NA,9,87.47,1022,11,cv,0,0,0
16353,2011,11,13,8,3,NA,NA,NA,11,87.66,1022,13,cv,0,0,0
16354,2011,11,13,9,3,NA,NA,NA,10,72.04,1022,15,NW,2,0,0
16355,2011,11,13,10,3,NA,NA,NA,11,67.78,1022,17,NW,4,0,0
16356,2011,11,13,11,3,NA,NA,NA,11,59.78,1022,19,NW,6,0,0
16357,2011,11,13,12,3,NA,NA,NA,9,49.15,1021,20,NW,9,0,0
16358,2011,11,13,13,3,NA,NA,NA,9,49.15,1020,20,NW,11,0,0
16359,2011,11,13,14,3,NA,NA,NA,12,60.03,1020,20,NW,14,0,0
16360,2011,11,13,15,3,NA,NA,NA,11,56.19,1020,20,NW,18,0,0
16361,2011,11,13,16,3,NA,NA,NA,9,52.3,1020,19,NW,21,0,0
16362,2011,11,13,17,3,NA,NA,NA,9,55.67,1021,18,NW,24,0,0
16363,2011,11,13,18,3,NA,NA,NA,10,63.41,1021,17,NE,4,0,0
16364,2011,11,13,19,3,NA,NA,NA,10,67.57,1022,16,NE,8,0,0
16365,2011,11,13,20,3,NA,NA,NA,11,72.23,1022,16,NE,11,0,0
16366,2011,11,13,21,3,NA,NA,NA,11,72.23,1023,16,NE,13,0,0
16367,2011,11,13,22,3,NA,NA,NA,12,77.17,1023,16,NE,16,0,0
16368,2011,11,13,23,3,NA,NA,NA,11,82.14,1023,14,NE,18,0,0
16369,2011,11,14,0,3,NA,NA,NA,12,87.75,1023,14,NW,3,0,0
16370,2011,11,14,1,3,NA,NA,NA,12,93.65,1024,13,NE,2,0,0
16371,2011,11,14,2,3,NA,NA,NA,12,87.75,1023,14,NW,2,0,0
16372,2011,11,14,3,3,NA,NA,NA,12,93.65,1024,13,cv,0,0,0
16373,2011,11,14,4,3,NA,NA,NA,12,93.65,1023,13,cv,0,0,0
16374,2011,11,14,5,3,NA,NA,NA,11,87.66,1024,13,NW,1,0,0
16375,2011,11,14,6,3,NA,NA,NA,10,87.57,1024,12,cv,0,0,0
16376,2011,11,14,7,3,NA,NA,NA,11,93.6,1025.1,12,NE,2,0,0
16377,2011,11,14,8,3,NA,NA,NA,13,87.84,1026.1,15,NE,5,0,0
16378,2011,11,14,9,3,NA,NA,NA,10,63.41,1026.1,17,NE,10,0,0
16379,2011,11,14,10,3,NA,NA,NA,10,59.54,1026.1,18,NE,15,0,0
16380,2011,11,14,11,3,NA,NA,NA,12,67.99,1026.1,18,NE,19,0,0
16381,2011,11,14,12,3,NA,NA,NA,12,63.87,1025.1,19,NE,23,0,0
16382,2011,11,14,13,3,NA,NA,NA,13,68.2,1024,19,NE,29,0,0
16383,2011,11,14,14,3,NA,NA,NA,12,63.87,1024,19,NE,33,0,0
16384,2011,11,14,15,3,NA,NA,NA,10,59.54,1024,18,NE,38,0,0
16385,2011,11,14,16,3,NA,NA,NA,9,55.67,1025.1,18,NE,43,0,0
16386,2011,11,14,17,3,NA,NA,NA,9,59.29,1025.1,17,NE,47,0,0
16387,2011,11,14,18,3,NA,NA,NA,9,63.18,1026.1,16,NE,51,0,0
16388,2011,11,14,19,3,NA,NA,NA,8,59.04,1026.1,16,NE,55,0,0
16389,2011,11,14,20,3,NA,NA,NA,8,59.04,1026.1,16,NE,59,0,0
16390,2011,11,14,21,3,NA,NA,NA,8,62.95,1027.1,15,NE,63,0,0
16391,2011,11,14,22,3,NA,NA,NA,8,62.95,1027.1,15,NE,67,0,0
16392,2011,11,14,23,3,NA,NA,NA,8,62.95,1027.1,15,NE,71,0,0
16393,2011,11,15,0,3,NA,NA,NA,7,58.79,1027.1,15,NE,74,0,0
16394,2011,11,15,1,3,NA,NA,NA,7,58.79,1027.1,15,NE,78,0,0
16395,2011,11,15,2,3,NA,NA,NA,7,58.79,1026.1,15,NE,82,0,0
16396,2011,11,15,3,3,NA,NA,NA,8,62.95,1026.1,15,NE,85,0,0
16397,2011,11,15,4,3,NA,NA,NA,7,58.79,1026.1,15,NE,87,0,0
16398,2011,11,15,5,3,NA,NA,NA,8,62.95,1026.1,15,NE,90,0,0
16399,2011,11,15,6,3,NA,NA,NA,8,62.95,1026.1,15,NE,92,0,0
16400,2011,11,15,7,3,NA,NA,NA,8,62.95,1027.1,15,NE,95,0,0
16401,2011,11,15,8,3,NA,NA,NA,9,63.18,1027.1,16,NE,99,0,0
16402,2011,11,15,9,3,NA,NA,NA,9,59.29,1028.1,17,NE,105,0,0
16403,2011,11,15,10,3,NA,NA,NA,9,52.3,1028.1,19,NE,110,0,0
16404,2011,11,15,11,3,NA,NA,NA,9,52.3,1027.1,19,NE,115,0,0
16405,2011,11,15,12,3,NA,NA,NA,8,45.93,1027.1,20,NE,121,0,0
16406,2011,11,15,13,3,NA,NA,NA,8,45.93,1026.1,20,NE,127,0,0
16407,2011,11,15,14,3,NA,NA,NA,8,48.87,1026.1,19,NE,133,0,0
16408,2011,11,15,15,3,NA,NA,NA,8,48.87,1026.1,19,NE,139,0,0
16409,2011,11,15,16,3,NA,NA,NA,8,52.02,1026.1,18,SE,6,0,0
16410,2011,11,15,17,3,NA,NA,NA,9,55.67,1026.1,18,NE,4,0,0
16411,2011,11,15,18,3,NA,NA,NA,9,55.67,1026.1,18,NE,9,0,0
16412,2011,11,15,19,3,NA,NA,NA,10,63.41,1026.1,17,NE,13,0,0
16413,2011,11,15,20,3,NA,NA,NA,10,63.41,1026.1,17,NE,16,0,0
16414,2011,11,15,21,3,NA,NA,NA,11,67.78,1026.1,17,NE,19,0,0
16415,2011,11,15,22,3,NA,NA,NA,11,67.78,1026.1,17,NE,21,0,0
16416,2011,11,15,23,3,NA,NA,NA,12,72.42,1026.1,17,NE,23,0,0
16417,2011,11,16,0,3,NA,NA,NA,12,77.17,1026.1,16,NE,27,0,0
16418,2011,11,16,1,3,NA,NA,NA,12,77.17,1025.1,16,NE,30,0,0
16419,2011,11,16,2,3,NA,NA,NA,12,72.42,1024,17,NE,33,0,0
16420,2011,11,16,3,3,NA,NA,NA,13,77.32,1024,17,NE,37,0,0
16421,2011,11,16,4,3,NA,NA,NA,13,77.32,1024,17,NE,41,0,0
16422,2011,11,16,5,3,NA,NA,NA,13,77.32,1024,17,NE,45,0,0
16423,2011,11,16,6,3,NA,NA,NA,13,77.32,1024,17,NE,49,0,0
16424,2011,11,16,7,3,NA,NA,NA,14,82.52,1024,17,NE,54,0,0
16425,2011,11,16,8,3,NA,NA,NA,14,77.48,1025.1,18,NE,60,0,0
16426,2011,11,16,9,3,NA,NA,NA,14,68.4,1025.1,20,NE,66,0,0
16427,2011,11,16,10,3,NA,NA,NA,14,64.32,1025.1,21,SE,7,0,0
16428,2011,11,16,11,3,NA,NA,NA,13,60.27,1024,21,SE,14,0,0
16429,2011,11,16,12,3,NA,NA,NA,14,64.32,1023,21,SE,20,0,0
16430,2011,11,16,13,3,NA,NA,NA,14,60.51,1023,22,NE,5,0,0
16431,2011,11,16,14,3,NA,NA,NA,14,64.32,1022,21,NE,10,0,0
16432,2011,11,16,15,3,NA,NA,NA,14,68.4,1022,20,NE,15,0,0
16433,2011,11,16,16,3,NA,NA,NA,14,68.4,1022,20,SE,5,0,0
16434,2011,11,16,17,3,NA,NA,NA,14,68.4,1022,20,SE,10,0,0
16435,2011,11,16,18,3,NA,NA,NA,15,77.64,1023,19,NE,5,0,0
16436,2011,11,16,19,3,NA,NA,NA,15,77.64,1023,19,NE,11,0,0
16437,2011,11,16,20,3,NA,NA,NA,15,77.64,1023,19,NE,15,0.2,0.2
16438,2011,11,16,21,3,NA,NA,NA,16,82.77,1023,19,NE,19,1.3,1.5
16439,2011,11,16,22,3,NA,NA,NA,17,88.2,1022,19,NE,23,1.9,3.4
16440,2011,11,16,23,3,NA,NA,NA,17,88.2,1022,19,NE,27,0.1,3.5
16441,2011,11,17,0,3,NA,NA,NA,17,88.2,1021,19,SE,5,0,0
16442,2011,11,17,1,3,NA,NA,NA,18,93.94,1021,19,SE,10,0.2,0.2
16443,2011,11,17,2,3,NA,NA,NA,17,88.2,1020,19,SE,14,0,0
16444,2011,11,17,3,3,NA,NA,NA,18,93.94,1020,19,SE,17,0.1,0.1
16445,2011,11,17,4,3,NA,NA,NA,18,93.94,1019,19,SE,20,0,0
16446,2011,11,17,5,3,NA,NA,NA,18,93.94,1019,19,SE,22,5.1,5.1
16447,2011,11,17,6,3,NA,NA,NA,18,93.94,1019,19,cv,1,18.2,23.3
16448,2011,11,17,7,3,NA,NA,NA,18,93.94,1019,19,SE,2,0.1,23.4
16449,2011,11,17,8,3,NA,NA,NA,19,93.98,1019,20,cv,0,0,0
16450,2011,11,17,9,3,NA,NA,NA,20,94.03,1019,21,SE,1,0,0
16451,2011,11,17,10,3,NA,NA,NA,20,88.45,1019,22,SW,3,0,0
16452,2011,11,17,11,3,NA,NA,NA,20,83.25,1018,23,SW,5,0,0
16453,2011,11,17,12,3,NA,NA,NA,20,83.25,1016.9,23,SE,3,0,0
16454,2011,11,17,13,3,NA,NA,NA,21,83.37,1015.9,24,SW,3,0,0
16455,2011,11,17,14,3,NA,NA,NA,21,78.53,1014.9,25,SW,7,0,0
16456,2011,11,17,15,3,NA,NA,NA,20,73.84,1014.9,25,SE,5,0,0
16457,2011,11,17,16,3,NA,NA,NA,20,78.39,1014.9,24,SE,8,0,0
16458,2011,11,17,17,3,NA,NA,NA,20,83.25,1014.9,23,SE,11,0,0
16459,2011,11,17,18,3,NA,NA,NA,20,83.25,1014.9,23,SE,14,0,0
16460,2011,11,17,19,3,NA,NA,NA,20,88.45,1014.9,22,SE,17,0,0
16461,2011,11,17,20,3,NA,NA,NA,20,88.45,1014.9,22,SE,20,0,0
16462,2011,11,17,21,3,NA,NA,NA,20,88.45,1014.9,22,SE,23,0,0
16463,2011,11,17,22,3,NA,NA,NA,20,88.45,1014.9,22,SE,26,0,0
16464,2011,11,17,23,3,NA,NA,NA,19,88.37,1013.9,21,SE,29,0,0
16465,2011,11,18,0,3,NA,NA,NA,20,94.03,1013.9,21,SE,32,0,0
16466,2011,11,18,1,3,NA,NA,NA,20,94.03,1013.9,21,SE,34,0,0
16467,2011,11,18,2,3,NA,NA,NA,20,94.03,1013.9,21,SE,37,0,0
16468,2011,11,18,3,3,NA,NA,NA,19,88.37,1012.9,21,SE,40,0,0
16469,2011,11,18,4,3,NA,NA,NA,20,94.03,1012.9,21,SE,42,0,0
16470,2011,11,18,5,3,NA,NA,NA,19,88.37,1011.9,21,SE,45,0,0
16471,2011,11,18,6,3,NA,NA,NA,19,88.37,1011.9,21,SE,48,0,0
16472,2011,11,18,7,3,NA,NA,NA,20,94.03,1011.9,21,SE,53,0,0
16473,2011,11,18,8,3,NA,NA,NA,20,94.03,1010.8,21,SE,57,0,0
16474,2011,11,18,9,3,NA,NA,NA,20,83.25,1011.9,23,SW,4,0,0
16475,2011,11,18,10,3,NA,NA,NA,21,83.37,1010.8,24,SW,9,0,0
16476,2011,11,18,11,3,NA,NA,NA,21,83.37,1010.8,24,SW,15,0,0
16477,2011,11,18,12,3,NA,NA,NA,20,78.39,1010.2,24,SW,19,0,0
16478,2011,11,18,13,3,NA,NA,NA,21,83.37,1009.1,24,SE,4,0.1,0.1
16479,2011,11,18,14,3,NA,NA,NA,21,88.54,1009.1,23,SW,3,0.4,0.5
16480,2011,11,18,15,3,NA,NA,NA,20,83.25,1008.1,23,SE,3,1.1,1.6
16481,2011,11,18,16,3,NA,NA,NA,20,88.45,1008.1,22,SE,6,0.2,1.8
16482,2011,11,18,17,3,NA,NA,NA,20,88.45,1009.1,22,SE,9,0.2,2
16483,2011,11,18,18,3,NA,NA,NA,20,88.45,1009.1,22,SW,2,0,0
16484,2011,11,18,19,3,NA,NA,NA,20,88.45,1009.1,22,SW,4,0.5,0.5
16485,2011,11,18,20,3,NA,NA,NA,20,88.45,1009.1,22,SW,5,0.4,0.9
16486,2011,11,18,21,3,NA,NA,NA,20,94.03,1009.1,21,SW,7,0.4,1.3
16487,2011,11,18,22,3,NA,NA,NA,20,94.03,1009.1,21,NW,4,0,0
16488,2011,11,18,23,3,NA,NA,NA,20,100,1010.2,20,NW,10,0.1,0.1
16489,2011,11,19,0,3,NA,NA,NA,19,100,1010.2,19,NW,17,1.4,1.5
16490,2011,11,19,1,3,NA,NA,NA,19,100,1010.2,19,NW,24,0.4,1.9
16491,2011,11,19,2,3,NA,NA,NA,19,100,1010.2,19,NW,29,0.1,2
16492,2011,11,19,3,3,NA,NA,NA,18,93.94,1010.2,19,NW,35,0.6,2.6
16493,2011,11,19,4,3,NA,NA,NA,17,100,1010.8,17,NW,43,0.4,3
16494,2011,11,19,5,3,NA,NA,NA,17,100,1011.9,17,NW,48,0.6,3.6
16495,2011,11,19,6,3,NA,NA,NA,15,88.02,1011.9,17,NW,54,0.1,3.7
16496,2011,11,19,7,3,NA,NA,NA,14,87.93,1012.9,16,NW,60,0.3,4
16497,2011,11,19,8,3,NA,NA,NA,15,93.8,1014.9,16,NW,66,1.5,5.5
16498,2011,11,19,9,3,NA,NA,NA,14,87.93,1014.9,16,NW,72,0.8,6.3
16499,2011,11,19,10,3,NA,NA,NA,14,93.75,1015.9,15,NE,6,0.2,6.5
16500,2011,11,19,11,3,NA,NA,NA,13,87.84,1015.9,15,NW,6,0,0
16501,2011,11,19,12,3,NA,NA,NA,13,87.84,1015.9,15,NE,7,0,0
16502,2011,11,19,13,3,NA,NA,NA,13,93.7,1016.9,14,NW,7,0.1,0.1
16503,2011,11,19,14,3,NA,NA,NA,13,93.7,1015.9,14,NE,6,0,0
16504,2011,11,19,15,3,NA,NA,NA,10,76.84,1018,14,NE,14,0,0
16505,2011,11,19,16,3,NA,NA,NA,10,76.84,1019,14,NW,7,0,0
16506,2011,11,19,17,3,NA,NA,NA,12,87.75,1020,14,NW,13,0,0
16507,2011,11,19,18,3,NA,NA,NA,11,82.14,1021,14,NW,18,0,0
16508,2011,11,19,19,3,NA,NA,NA,9,76.68,1022,13,NE,5,0,0
16509,2011,11,19,20,3,NA,NA,NA,10,87.57,1023,12,NW,4,0,0
16510,2011,11,19,21,3,NA,NA,NA,8,76.52,1024,12,NW,8,0,0
16511,2011,11,19,22,3,NA,NA,NA,9,81.88,1024,12,NW,14,0,0
16512,2011,11,19,23,3,NA,NA,NA,7,76.35,1025.1,11,NW,19,0,0
16513,2011,11,20,0,3,NA,NA,NA,8,81.75,1025.1,11,NW,24,0,0
16514,2011,11,20,1,3,NA,NA,NA,7,76.35,1025.1,11,NW,29,0,0
16515,2011,11,20,2,3,NA,NA,NA,8,87.38,1026.1,10,NW,33,0,0
16516,2011,11,20,3,3,NA,NA,NA,7,81.61,1026.1,10,NW,36,0,0
16517,2011,11,20,4,3,NA,NA,NA,7,81.61,1026.1,10,NW,39,0,0
16518,2011,11,20,5,3,NA,NA,NA,7,81.61,1027.1,10,NW,42,0,0
16519,2011,11,20,6,3,NA,NA,NA,6,81.48,1028.1,9,NW,46,0,0
16520,2011,11,20,7,3,NA,NA,NA,7,87.28,1028.1,9,NW,50,0,0
16521,2011,11,20,8,3,NA,NA,NA,8,81.75,1029.1,11,NE,4,0,0
16522,2011,11,20,9,3,NA,NA,NA,8,76.52,1029.1,12,NW,4,0,0
16523,2011,11,20,10,3,NA,NA,NA,10,76.84,1029.1,14,NE,5,0,0
16524,2011,11,20,11,3,NA,NA,NA,6,54.88,1030.1,15,NW,4,0,0
16525,2011,11,20,12,3,NA,NA,NA,10,72.04,1029.1,15,NE,5,0,0
16526,2011,11,20,13,3,NA,NA,NA,4,50.92,1029.1,14,NW,5,0,0
16527,2011,11,20,14,3,NA,NA,NA,3,44.49,1029.1,15,NE,5,0,0
16528,2011,11,20,15,3,NA,NA,NA,2,44.2,1029.1,14,NE,10,0,0
16529,2011,11,20,16,3,NA,NA,NA,4,50.92,1029.1,14,NW,5,0,0
16530,2011,11,20,17,3,NA,NA,NA,-1,40.54,1030.1,12,NW,9,0,0
16531,2011,11,20,18,3,NA,NA,NA,3,57.77,1030.1,11,NE,4,0,0
16532,2011,11,20,19,3,NA,NA,NA,4,62,1031.2,11,NE,9,0,0
16533,2011,11,20,20,3,NA,NA,NA,2,53.81,1031.2,11,NE,14,0,0
16534,2011,11,20,21,3,NA,NA,NA,2,53.81,1031.2,11,NE,17,0,0
16535,2011,11,20,22,3,NA,NA,NA,2,53.81,1031.8,11,NE,20,0,0
16536,2011,11,20,23,3,NA,NA,NA,2,57.51,1031.8,10,NE,22,0,0
16537,2011,11,21,0,3,NA,NA,NA,2,57.51,1031.2,10,NE,24,0,0
16538,2011,11,21,1,3,NA,NA,NA,2,61.51,1031.8,9,NW,1,0,0
16539,2011,11,21,2,3,NA,NA,NA,3,70.67,1031.8,8,cv,0,0,0
16540,2011,11,21,3,3,NA,NA,NA,4,75.84,1031.2,8,NE,1,0,0
16541,2011,11,21,4,3,NA,NA,NA,4,75.84,1031.2,8,NE,3,0,0
16542,2011,11,21,5,3,NA,NA,NA,4,81.2,1031.2,7,NE,5,0,0
16543,2011,11,21,6,3,NA,NA,NA,4,81.2,1031.8,7,NE,7,0,0
16544,2011,11,21,7,3,NA,NA,NA,4,75.84,1031.8,8,NE,9,0,0
16545,2011,11,21,8,3,NA,NA,NA,6,71.27,1031.8,11,NE,10,0,0
16546,2011,11,21,9,3,NA,NA,NA,4,54.35,1032.9,13,NE,14,0,0
16547,2011,11,21,10,3,NA,NA,NA,4,50.92,1031.8,14,NE,16,0,0
16548,2011,11,21,11,3,NA,NA,NA,5,54.62,1031.8,14,NE,19,0,0
16549,2011,11,21,12,3,NA,NA,NA,6,54.88,1031.2,15,NE,22,0,0
16550,2011,11,21,13,3,NA,NA,NA,3,44.49,1030.1,15,NE,25,0,0
16551,2011,11,21,14,3,NA,NA,NA,8,59.04,1029.1,16,SE,4,0,0
16552,2011,11,21,15,3,NA,NA,NA,7,55.15,1029.1,16,SE,8,0,0
16553,2011,11,21,16,3,NA,NA,NA,4,47.74,1029.1,15,SE,12,0,0
16554,2011,11,21,17,3,NA,NA,NA,4,50.92,1029.1,14,NE,4,0,0
16555,2011,11,21,18,3,NA,NA,NA,4,50.92,1029.1,14,NE,9,0,0
16556,2011,11,21,19,3,NA,NA,NA,4,54.35,1030.1,13,NE,13,0,0
16557,2011,11,21,20,3,NA,NA,NA,5,58.29,1030.1,13,NE,16,0,0
16558,2011,11,21,21,3,NA,NA,NA,6,62.48,1030.1,13,NE,19,0,0
16559,2011,11,21,22,3,NA,NA,NA,5,58.29,1030.1,13,NE,22,0,0
16560,2011,11,21,23,3,NA,NA,NA,5,58.29,1029.1,13,NE,25,0,0
16561,2011,11,22,0,3,NA,NA,NA,6,66.71,1028.1,12,NE,28,0,0
16562,2011,11,22,1,3,NA,NA,NA,6,66.71,1028.1,12,NE,31,0,0
16563,2011,11,22,2,3,NA,NA,NA,6,66.71,1027.1,12,NE,34,0,0
16564,2011,11,22,3,3,NA,NA,NA,7,71.47,1026.1,12,NE,37,0,0
16565,2011,11,22,4,3,NA,NA,NA,7,71.47,1026.1,12,SE,2,0,0
16566,2011,11,22,5,3,NA,NA,NA,8,76.52,1025.1,12,SE,5,0,0
16567,2011,11,22,6,3,NA,NA,NA,8,76.52,1025.1,12,SE,8,0,0
16568,2011,11,22,7,3,NA,NA,NA,8,76.52,1025.1,12,SE,11,0,0
16569,2011,11,22,8,3,NA,NA,NA,9,71.85,1025.1,14,SE,14,0,0
16570,2011,11,22,9,3,NA,NA,NA,9,67.36,1025.1,15,SE,18,0,0
16571,2011,11,22,10,3,NA,NA,NA,10,63.41,1025.1,17,SE,23,0,0
16572,2011,11,22,11,3,NA,NA,NA,9,55.67,1024,18,SW,6,0,0
16573,2011,11,22,12,3,NA,NA,NA,9,52.3,1023,19,SW,11,0,0
16574,2011,11,22,13,3,NA,NA,NA,8,48.87,1022,19,SW,16,0,0
16575,2011,11,22,14,3,NA,NA,NA,7,45.65,1022,19,SW,21,0,0
16576,2011,11,22,15,3,NA,NA,NA,7,48.59,1022,18,SW,26,0,0
16577,2011,11,22,16,3,NA,NA,NA,6,48.31,1022,17,SW,31,0,0
16578,2011,11,22,17,3,NA,NA,NA,7,55.15,1023,16,SW,34,0,0
16579,2011,11,22,18,3,NA,NA,NA,8,62.95,1023,15,SW,37,0,0
16580,2011,11,22,19,3,NA,NA,NA,7,62.71,1024,14,NW,2,0,0
16581,2011,11,22,20,3,NA,NA,NA,7,66.93,1024,13,NW,4,0,0
16582,2011,11,22,21,3,NA,NA,NA,7,62.71,1024,14,NW,6,0,0
16583,2011,11,22,22,3,NA,NA,NA,8,71.66,1024,13,NW,9,0,0
16584,2011,11,22,23,3,NA,NA,NA,8,71.66,1025.1,13,NW,11,0,0
16585,2011,11,23,0,3,NA,NA,NA,8,76.52,1025.1,12,NW,14,0,0
16586,2011,11,23,1,3,NA,NA,NA,8,76.52,1024,12,NW,17,0,0
16587,2011,11,23,2,3,NA,NA,NA,8,76.52,1024,12,NW,21,0,0
16588,2011,11,23,3,3,NA,NA,NA,8,81.75,1024,11,NW,24,0,0
16589,2011,11,23,4,3,NA,NA,NA,8,81.75,1024,11,NW,25,0,0
16590,2011,11,23,5,3,NA,NA,NA,8,87.38,1024,10,NW,26,0,0
16591,2011,11,23,6,3,NA,NA,NA,7,81.61,1025.1,10,NW,28,0,0
16592,2011,11,23,7,3,NA,NA,NA,8,87.38,1026.1,10,NW,30,0,0
16593,2011,11,23,8,3,NA,NA,NA,9,81.88,1026.1,12,NW,33,0,0
16594,2011,11,23,9,3,NA,NA,NA,9,76.68,1027.1,13,NW,37,0,0
16595,2011,11,23,10,3,NA,NA,NA,9,76.68,1027.1,13,NW,44,0,0
16596,2011,11,23,11,3,NA,NA,NA,9,76.68,1028.1,13,NW,50,0,0
16597,2011,11,23,12,3,NA,NA,NA,7,58.79,1027.1,15,NW,56,0,0
16598,2011,11,23,13,3,NA,NA,NA,4,47.74,1027.1,15,NW,62,0,0
16599,2011,11,23,14,3,NA,NA,NA,4,47.74,1027.1,15,NW,69,0,0
16600,2011,11,23,15,3,NA,NA,NA,4,50.92,1028.1,14,NW,77,0,0
16601,2011,11,23,16,3,NA,NA,NA,3,50.65,1029.1,13,NW,85,0,0
16602,2011,11,23,17,3,NA,NA,NA,3,54.08,1029.1,12,NE,7,0,0
16603,2011,11,23,18,3,NA,NA,NA,1,53.53,1030.1,10,NE,13,0,0
16604,2011,11,23,19,3,NA,NA,NA,1,57.25,1030.1,9,NE,20,0,0
16605,2011,11,23,20,3,NA,NA,NA,1,57.25,1031.2,9,NE,27,0,0
16606,2011,11,23,21,3,NA,NA,NA,1,61.26,1031.2,8,NE,32,0,0
16607,2011,11,23,22,3,NA,NA,NA,1,65.59,1031.2,7,NE,36,0,0
16608,2011,11,23,23,3,NA,NA,NA,1,65.59,1031.8,7,NE,40,0,0
16609,2011,11,24,0,3,NA,NA,NA,1,70.27,1031.2,6,NE,45,0,0
16610,2011,11,24,1,3,NA,NA,NA,1,75.32,1031.8,5,NW,3,0,0
16611,2011,11,24,2,3,NA,NA,NA,1,75.32,1031.2,5,NE,3,0,0
16612,2011,11,24,3,3,NA,NA,NA,1,80.78,1031.2,4,NE,6,0,0
16613,2011,11,24,4,3,NA,NA,NA,1,80.78,1031.2,4,NE,9,0,0
