No,year,month,day,hour,season,PM_Taiyuanjie,PM_US Post,PM_Xiaoheyan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
3789,2010,6,7,20,2,NA,NA,NA,12,47.05,1014,24,SW,3,NA,NA
3790,2010,6,7,21,2,NA,NA,NA,12,47.05,1014,24,SW,5,NA,NA
3791,2010,6,7,22,2,NA,NA,NA,13,53.36,1014,23,SW,7,NA,NA
3792,2010,6,7,23,2,NA,NA,NA,13,56.69,1015,22,SW,9,NA,NA
3793,2010,6,8,0,2,NA,NA,NA,14,64.32,1015,21,SW,12,NA,NA
3794,2010,6,8,1,2,NA,NA,NA,15,77.64,1015,19,SW,14,NA,NA
3795,2010,6,8,2,2,NA,NA,NA,15,77.64,1015,19,SW,16,NA,NA
3796,2010,6,8,3,2,NA,NA,NA,14,72.78,1015,19,SE,2,NA,NA
3797,2010,6,8,4,2,NA,NA,NA,13,77.32,1015,17,SE,4,NA,NA
3798,2010,6,8,5,2,NA,NA,NA,13,77.32,1016,17,SE,6,NA,NA
3799,2010,6,8,6,2,NA,NA,NA,14,68.4,1016,20,SE,9,NA,NA
3800,2010,6,8,7,2,NA,NA,NA,15,64.54,1016,22,SE,11,NA,NA
3801,2010,6,8,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3802,2010,6,8,9,2,NA,NA,NA,10,34.49,1016,27,SW,2,NA,NA
3803,2010,6,8,10,2,NA,NA,NA,9,28.71,1015,29,SW,5,NA,NA
3804,2010,6,8,11,2,NA,NA,NA,9,27.11,1015,30,SW,8,NA,NA
3805,2010,6,8,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3806,2010,6,8,13,2,NA,NA,NA,9,24.19,1014,32,SW,5,NA,NA
3807,2010,6,8,14,2,NA,NA,NA,11,27.66,1013,32,SW,10,NA,NA
3808,2010,6,8,15,2,NA,NA,NA,13,29.82,1013,33,SW,14,NA,NA
3809,2010,6,8,16,2,NA,NA,NA,11,27.66,1013,32,SW,20,NA,NA
3810,2010,6,8,17,2,NA,NA,NA,10,27.38,1013,31,SW,26,NA,NA
3811,2010,6,8,18,2,NA,NA,NA,11,30.99,1013,30,SW,30,NA,NA
3812,2010,6,8,19,2,NA,NA,NA,10,30.71,1013,29,SW,34,NA,NA
3813,2010,6,8,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3814,2010,6,8,21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3815,2010,6,8,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3816,2010,6,8,23,2,NA,NA,NA,14,56.95,1015,23,SW,2,NA,NA
3817,2010,6,9,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3818,2010,6,9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3819,2010,6,9,2,2,NA,NA,NA,14,77.48,1014,18,cv,1,NA,NA
3820,2010,6,9,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3821,2010,6,9,4,2,NA,NA,NA,14,82.52,1014,17,SE,2,NA,NA
3822,2010,6,9,5,2,NA,NA,NA,14,72.78,1015,19,SE,3,NA,NA
3823,2010,6,9,6,2,NA,NA,NA,14,68.4,1015,20,SE,6,NA,NA
3824,2010,6,9,7,2,NA,NA,NA,15,57.2,1015,24,cv,1,NA,NA
3825,2010,6,9,8,2,NA,NA,NA,14,47.61,1015,26,cv,2,NA,NA
3826,2010,6,9,9,2,NA,NA,NA,11,32.82,1015,29,cv,3,NA,NA
3827,2010,6,9,10,2,NA,NA,NA,11,30.99,1015,30,cv,4,NA,NA
3828,2010,6,9,11,2,NA,NA,NA,11,29.27,1015,31,cv,5,NA,NA
3829,2010,6,9,12,2,NA,NA,NA,11,27.66,1014,32,cv,6,NA,NA
3830,2010,6,9,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3831,2010,6,9,14,2,NA,NA,NA,11,26.14,1013,33,NW,1,NA,NA
3832,2010,6,9,15,2,NA,NA,NA,13,29.82,1013,33,NW,3,NA,NA
3833,2010,6,9,16,2,NA,NA,NA,12,29.55,1012,32,cv,4,NA,NA
3834,2010,6,9,17,2,NA,NA,NA,13,29.82,1012,33,NW,3,NA,NA
3835,2010,6,9,18,2,NA,NA,NA,13,31.55,1012,32,NW,5,NA,NA
3836,2010,6,9,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3837,2010,6,9,20,2,NA,NA,NA,15,47.88,1012,27,NE,2,NA,NA
3838,2010,6,9,21,2,NA,NA,NA,15,53.88,1013,25,cv,1,NA,NA
3839,2010,6,9,22,2,NA,NA,NA,16,57.44,1013,25,SE,2,NA,NA
3840,2010,6,9,23,2,NA,NA,NA,16,57.44,1013,25,SE,4,NA,NA
3841,2010,6,10,0,2,NA,NA,NA,17,73.32,1013,22,SE,5,NA,NA
3842,2010,6,10,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3843,2010,6,10,2,2,NA,NA,NA,17,69.01,1013,23,SW,3,NA,NA
3844,2010,6,10,3,2,NA,NA,NA,17,73.32,1013,22,SW,5,NA,NA
3845,2010,6,10,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3846,2010,6,10,5,2,NA,NA,NA,17,73.32,1013,22,SW,2,NA,NA
3847,2010,6,10,6,2,NA,NA,NA,17,69.01,1014,23,SW,4,NA,NA
3848,2010,6,10,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3849,2010,6,10,8,2,NA,NA,NA,15,47.88,1014,27,SW,2,NA,NA
3850,2010,6,10,9,2,NA,NA,NA,15,45.16,1014,28,SW,5,NA,NA
3851,2010,6,10,10,2,NA,NA,NA,16,48.15,1014,28,SW,8,NA,NA
3852,2010,6,10,11,2,NA,NA,NA,15,42.62,1013,29,SW,11,NA,NA
3853,2010,6,10,12,2,NA,NA,NA,13,33.39,1013,31,SW,14,NA,NA
3854,2010,6,10,13,2,NA,NA,NA,13,33.39,1012,31,SW,19,NA,NA
3855,2010,6,10,14,2,NA,NA,NA,13,33.39,1012,31,SW,23,NA,NA
3856,2010,6,10,15,2,NA,NA,NA,12,31.27,1011,31,SW,28,NA,NA
3857,2010,6,10,16,2,NA,NA,NA,12,33.11,1011,30,SW,32,NA,NA
3858,2010,6,10,17,2,NA,NA,NA,12,33.11,1011,30,SW,36,NA,NA
3859,2010,6,10,18,2,NA,NA,NA,12,35.06,1011,29,SW,40,NA,NA
3860,2010,6,10,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3861,2010,6,10,20,2,NA,NA,NA,14,53.62,1012,24,SW,2,NA,NA
3862,2010,6,10,21,2,NA,NA,NA,15,57.2,1012,24,SW,5,NA,NA
3863,2010,6,10,22,2,NA,NA,NA,15,60.74,1012,23,SW,7,NA,NA
3864,2010,6,10,23,2,NA,NA,NA,15,64.54,1013,22,SW,10,NA,NA
3865,2010,6,11,0,2,NA,NA,NA,15,68.61,1013,21,SW,12,NA,NA
3866,2010,6,11,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3867,2010,6,11,2,2,NA,NA,NA,15,72.96,1012,20,SE,2,NA,NA
3868,2010,6,11,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3869,2010,6,11,4,2,NA,NA,NA,14,72.78,1012,19,SE,3,NA,NA
3870,2010,6,11,5,2,NA,NA,NA,15,82.65,1012,18,SE,5,NA,NA
3871,2010,6,11,6,2,NA,NA,NA,15,68.61,1012,21,SE,7,NA,NA
3872,2010,6,11,7,2,NA,NA,NA,16,68.81,1013,22,cv,1,NA,NA
3873,2010,6,11,8,2,NA,NA,NA,9,34.21,1012,26,cv,2,NA,NA
3874,2010,6,11,9,2,NA,NA,NA,13,44.61,1012,26,cv,3,NA,NA
3875,2010,6,11,10,2,NA,NA,NA,13,42.06,1012,27,cv,4,NA,NA
3876,2010,6,11,11,2,NA,NA,NA,13,39.67,1011,28,cv,5,NA,NA
3877,2010,6,11,12,2,NA,NA,NA,14,42.34,1011,28,SW,3,NA,NA
3878,2010,6,11,13,2,NA,NA,NA,14,47.61,1012,26,SW,11,NA,NA
3879,2010,6,11,14,2,NA,NA,NA,13,50.24,1011,24,NW,6,NA,NA
3880,2010,6,11,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3881,2010,6,11,16,2,NA,NA,NA,15,53.88,1011,25,SW,4,NA,NA
3882,2010,6,11,17,2,NA,NA,NA,14,53.62,1010,24,SW,7,NA,NA
3883,2010,6,11,18,2,NA,NA,NA,15,60.74,1011,23,SW,10,NA,NA
3884,2010,6,11,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3885,2010,6,11,20,2,NA,NA,NA,16,73.14,1011,21,SW,4,NA,NA
3886,2010,6,11,21,2,NA,NA,NA,16,77.79,1011,20,SW,7,NA,NA
3887,2010,6,11,22,2,NA,NA,NA,16,77.79,1011,20,SW,9,NA,NA
3888,2010,6,11,23,2,NA,NA,NA,17,82.89,1011,20,SW,11,NA,NA
3889,2010,6,12,0,2,NA,NA,NA,17,82.89,1011,20,SW,13,NA,NA
3890,2010,6,12,1,2,NA,NA,NA,16,82.77,1011,19,cv,1,NA,NA
3891,2010,6,12,2,2,NA,NA,NA,16,82.77,1011,19,cv,2,NA,NA
3892,2010,6,12,3,2,NA,NA,NA,16,82.77,1010,19,SE,2,NA,NA
3893,2010,6,12,4,2,NA,NA,NA,16,82.77,1010,19,SE,4,NA,NA
3894,2010,6,12,5,2,NA,NA,NA,16,88.11,1010,18,SE,6,NA,NA
3895,2010,6,12,6,2,NA,NA,NA,17,88.2,1010,19,SE,9,NA,NA
3896,2010,6,12,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3897,2010,6,12,8,2,NA,NA,NA,17,88.2,1010,19,SE,3,NA,NA
3898,2010,6,12,9,2,NA,NA,NA,17,88.2,1010,19,cv,1,NA,NA
3899,2010,6,12,10,2,NA,NA,NA,17,82.89,1010,20,SE,2,NA,NA
3900,2010,6,12,11,2,NA,NA,NA,17,77.94,1010,21,SE,4,NA,NA
3901,2010,6,12,12,2,NA,NA,NA,17,73.32,1009,22,SE,7,NA,NA
3902,2010,6,12,13,2,NA,NA,NA,16,68.81,1009,22,SE,9,NA,NA
3903,2010,6,12,14,2,NA,NA,NA,16,64.76,1008,23,cv,1,NA,NA
3904,2010,6,12,15,2,NA,NA,NA,16,64.76,1008,23,NW,1,NA,NA
3905,2010,6,12,16,2,NA,NA,NA,17,69.01,1008,23,cv,1,NA,NA
3906,2010,6,12,17,2,NA,NA,NA,17,64.98,1007,24,SW,2,NA,NA
3907,2010,6,12,18,2,NA,NA,NA,16,64.76,1007,23,SW,4,NA,NA
3908,2010,6,12,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3909,2010,6,12,20,2,NA,NA,NA,17,77.94,1007,21,SW,2,NA,NA
3910,2010,6,12,21,2,NA,NA,NA,16,73.14,1008,21,SW,4,NA,NA
3911,2010,6,12,22,2,NA,NA,NA,16,73.14,1008,21,SW,6,NA,NA
3912,2010,6,12,23,2,NA,NA,NA,16,73.14,1008,21,SW,9,NA,NA
3913,2010,6,13,0,2,NA,NA,NA,17,82.89,1008,20,SW,11,NA,NA
3914,2010,6,13,1,2,NA,NA,NA,17,82.89,1008,20,SW,13,NA,NA
3915,2010,6,13,2,2,NA,NA,NA,17,82.89,1008,20,SW,15,NA,NA
3916,2010,6,13,3,2,NA,NA,NA,16,82.77,1008,19,SW,16,NA,NA
3917,2010,6,13,4,2,NA,NA,NA,16,88.11,1008,18,SW,18,NA,NA
3918,2010,6,13,5,2,NA,NA,NA,16,88.11,1008,18,SE,1,NA,NA
3919,2010,6,13,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3920,2010,6,13,7,2,NA,NA,NA,17,73.32,1008,22,SW,2,NA,NA
3921,2010,6,13,8,2,NA,NA,NA,17,69.01,1008,23,SW,5,NA,NA
3922,2010,6,13,9,2,NA,NA,NA,16,64.76,1008,23,SW,9,NA,NA
3923,2010,6,13,10,2,NA,NA,NA,16,57.44,1007,25,SW,13,NA,NA
3924,2010,6,13,11,2,NA,NA,NA,16,57.44,1007,25,SW,17,NA,NA
3925,2010,6,13,12,2,NA,NA,NA,17,57.69,1006,26,SW,22,NA,NA
3926,2010,6,13,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3927,2010,6,13,14,2,NA,NA,NA,16,54.14,1006,26,SW,4,NA,NA
3928,2010,6,13,15,2,NA,NA,NA,17,57.69,1006,26,SW,9,NA,NA
3929,2010,6,13,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3930,2010,6,13,17,2,NA,NA,NA,15,50.78,1004,26,SW,5,NA,NA
3931,2010,6,13,18,2,NA,NA,NA,15,50.78,1004,26,SW,8,NA,NA
3932,2010,6,13,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3933,2010,6,13,20,2,NA,NA,NA,15,60.74,1005,23,SE,2,NA,NA
3934,2010,6,13,21,2,NA,NA,NA,16,73.14,1006,21,SW,2,NA,NA
3935,2010,6,13,22,2,NA,NA,NA,16,77.79,1006,20,SW,4,NA,NA
3936,2010,6,13,23,2,NA,NA,NA,16,73.14,1007,21,SW,8,NA,NA
3937,2010,6,14,0,2,NA,NA,NA,16,73.14,1007,21,SW,12,NA,NA
3938,2010,6,14,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3939,2010,6,14,2,2,NA,NA,NA,16,82.77,1006,19,cv,1,NA,NA
3940,2010,6,14,3,2,NA,NA,NA,16,82.77,1005,19,SW,2,NA,NA
3941,2010,6,14,4,2,NA,NA,NA,16,82.77,1005,19,SW,4,NA,NA
3942,2010,6,14,5,2,NA,NA,NA,16,82.77,1006,19,SW,6,NA,NA
3943,2010,6,14,6,2,NA,NA,NA,15,72.96,1006,20,SW,9,NA,NA
3944,2010,6,14,7,2,NA,NA,NA,15,72.96,1006,20,SW,12,NA,NA
3945,2010,6,14,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3946,2010,6,14,9,2,NA,NA,NA,15,60.74,1005,23,SW,5,NA,NA
3947,2010,6,14,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3948,2010,6,14,11,2,NA,NA,NA,18,69.2,1006,24,SW,4,NA,NA
3949,2010,6,14,12,2,NA,NA,NA,18,69.2,1005,24,SW,9,NA,NA
3950,2010,6,14,13,2,NA,NA,NA,17,64.98,1005,24,SW,13,NA,NA
3951,2010,6,14,14,2,NA,NA,NA,17,57.69,1004,26,SW,17,NA,NA
3952,2010,6,14,15,2,NA,NA,NA,17,57.69,1004,26,SW,22,NA,NA
3953,2010,6,14,16,2,NA,NA,NA,17,61.21,1003,25,SW,27,NA,NA
3954,2010,6,14,17,2,NA,NA,NA,16,57.44,1003,25,SW,32,NA,NA
3955,2010,6,14,18,2,NA,NA,NA,16,57.44,1003,25,SW,35,NA,NA
3956,2010,6,14,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3957,2010,6,14,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3958,2010,6,14,21,2,NA,NA,NA,16,68.81,1005,22,SW,3,NA,NA
3959,2010,6,14,22,2,NA,NA,NA,15,64.54,1003,22,SE,4,NA,NA
3960,2010,6,14,23,2,NA,NA,NA,16,77.79,1004,20,SW,2,NA,NA
3961,2010,6,15,0,2,NA,NA,NA,16,77.79,1004,20,SW,4,NA,NA
3962,2010,6,15,1,2,NA,NA,NA,16,77.79,1004,20,SW,5,NA,NA
3963,2010,6,15,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3964,2010,6,15,3,2,NA,NA,NA,16,82.77,1003,19,cv,1,NA,NA
3965,2010,6,15,4,2,NA,NA,NA,16,77.79,1003,20,SE,2,NA,NA
3966,2010,6,15,5,2,NA,NA,NA,17,88.2,1004,19,cv,1,NA,NA
3967,2010,6,15,6,2,NA,NA,NA,17,88.2,1003,19,SE,2,NA,NA
3968,2010,6,15,7,2,NA,NA,NA,17,77.94,1003,21,SE,4,NA,NA
3969,2010,6,15,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3970,2010,6,15,9,2,NA,NA,NA,18,73.5,1003,23,SW,3,NA,NA
3971,2010,6,15,10,2,NA,NA,NA,18,69.2,1002,24,SW,7,NA,NA
3972,2010,6,15,11,2,NA,NA,NA,19,69.4,1002,25,SW,11,NA,NA
3973,2010,6,15,12,2,NA,NA,NA,19,73.67,1002,24,SW,14,NA,NA
3974,2010,6,15,13,2,NA,NA,NA,19,78.24,1001,23,SW,19,NA,NA
3975,2010,6,15,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3976,2010,6,15,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3977,2010,6,15,16,2,NA,NA,NA,20,78.39,1001,24,SW,5,NA,NA
3978,2010,6,15,17,2,NA,NA,NA,18,69.2,1001,24,SW,9,NA,NA
3979,2010,6,15,18,2,NA,NA,NA,18,73.5,1000,23,SW,12,NA,NA
3980,2010,6,15,19,2,NA,NA,NA,18,73.5,1000,23,SW,16,NA,NA
3981,2010,6,15,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3982,2010,6,15,21,2,NA,NA,NA,17,88.2,1002,19,SW,3,NA,NA
3983,2010,6,15,22,2,NA,NA,NA,17,88.2,1001,19,SW,5,NA,NA
3984,2010,6,15,23,2,NA,NA,NA,17,93.89,1001,18,SW,7,NA,NA
3985,2010,6,16,0,2,NA,NA,NA,16,88.11,1001,18,SE,1,NA,NA
3986,2010,6,16,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3987,2010,6,16,2,2,NA,NA,NA,17,93.89,1002,18,cv,0,NA,NA
3988,2010,6,16,3,2,NA,NA,NA,17,93.89,1002,18,SE,1,NA,NA
3989,2010,6,16,4,2,NA,NA,NA,17,93.89,1002,18,SE,2,NA,NA
3990,2010,6,16,5,2,NA,NA,NA,17,93.89,1002,18,SE,3,NA,NA
3991,2010,6,16,6,2,NA,NA,NA,17,88.2,1003,19,SW,2,NA,NA
3992,2010,6,16,7,2,NA,NA,NA,17,77.94,1003,21,SW,5,NA,NA
3993,2010,6,16,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3994,2010,6,16,9,2,NA,NA,NA,19,83.13,1003,22,SW,4,NA,NA
3995,2010,6,16,10,2,NA,NA,NA,19,78.24,1003,23,SW,7,NA,NA
3996,2010,6,16,11,2,NA,NA,NA,19,73.67,1003,24,SW,10,NA,NA
3997,2010,6,16,12,2,NA,NA,NA,19,73.67,1003,24,SW,14,NA,NA
3998,2010,6,16,13,2,NA,NA,NA,19,61.67,1003,27,SW,18,NA,NA
3999,2010,6,16,14,2,NA,NA,NA,19,65.41,1002,26,SW,22,NA,NA
4000,2010,6,16,15,2,NA,NA,NA,18,57.93,1002,27,SW,25,NA,NA
4001,2010,6,16,16,2,NA,NA,NA,18,54.65,1002,28,SW,27,NA,NA
4002,2010,6,16,17,2,NA,NA,NA,17,51.31,1002,28,SW,30,NA,NA
4003,2010,6,16,18,2,NA,NA,NA,17,54.39,1002,27,SW,33,NA,NA
4004,2010,6,16,19,2,NA,NA,NA,17,61.21,1003,25,SW,34,NA,NA
4005,2010,6,16,20,2,NA,NA,NA,17,69.01,1003,23,SW,35,NA,NA
4006,2010,6,16,21,2,NA,NA,NA,19,78.24,1004,23,SW,38,NA,NA
4007,2010,6,16,22,2,NA,NA,NA,19,83.13,1004,22,SW,40,NA,NA
4008,2010,6,16,23,2,NA,NA,NA,18,83.01,1004,21,SE,2,NA,NA
4009,2010,6,17,0,2,NA,NA,NA,18,88.28,1004,20,SE,4,NA,NA
4010,2010,6,17,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4011,2010,6,17,2,2,NA,NA,NA,17,82.89,1004,20,SE,4,NA,NA
4012,2010,6,17,3,2,NA,NA,NA,17,88.2,1005,19,SE,6,NA,NA
4013,2010,6,17,4,2,NA,NA,NA,16,88.11,1005,18,SW,1,NA,NA
4014,2010,6,17,5,2,NA,NA,NA,17,88.2,1006,19,SE,2,NA,NA
4015,2010,6,17,6,2,NA,NA,NA,17,82.89,1006,20,SE,6,NA,NA
4016,2010,6,17,7,2,NA,NA,NA,17,82.89,1003,20,SE,13,NA,NA
4017,2010,6,17,8,2,NA,NA,NA,17,73.32,1004,22,SE,16,NA,NA
4018,2010,6,17,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4019,2010,6,17,10,2,NA,NA,NA,17,64.98,1005,24,SW,2,NA,NA
4020,2010,6,17,11,2,NA,NA,NA,18,61.44,1004,26,SE,2,NA,NA
4021,2010,6,17,12,2,NA,NA,NA,18,57.93,1004,27,SW,2,NA,NA
4022,2010,6,17,13,2,NA,NA,NA,17,51.31,1004,28,SW,4,NA,NA
4023,2010,6,17,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4024,2010,6,17,15,2,NA,NA,NA,17,51.31,1003,28,SE,2,NA,NA
4025,2010,6,17,16,2,NA,NA,NA,17,51.31,1003,28,SE,4,NA,NA
4026,2010,6,17,17,2,NA,NA,NA,18,54.65,1003,28,SE,6,NA,NA
4027,2010,6,17,18,2,NA,NA,NA,17,51.31,1004,28,SW,2,NA,NA
4028,2010,6,17,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4029,2010,6,17,20,2,NA,NA,NA,18,65.19,1005,25,cv,1,NA,NA
4030,2010,6,17,21,2,NA,NA,NA,19,78.24,1005,23,SE,1,NA,NA
4031,2010,6,17,22,2,NA,NA,NA,18,73.5,1005,23,cv,1,NA,NA
4032,2010,6,17,23,2,NA,NA,NA,18,78.09,1005,22,SE,1,NA,NA
4033,2010,6,18,0,2,NA,NA,NA,18,88.28,1005,20,SE,2,NA,NA
4034,2010,6,18,1,2,NA,NA,NA,17,88.2,1005,19,SE,3,NA,NA
4035,2010,6,18,2,2,NA,NA,NA,18,88.28,1004,20,SE,5,NA,NA
4036,2010,6,18,3,2,NA,NA,NA,18,83.01,1004,21,SE,7,NA,NA
4037,2010,6,18,4,2,NA,NA,NA,18,88.28,1004,20,SE,10,NA,NA
4038,2010,6,18,5,2,NA,NA,NA,18,88.28,1004,20,SE,12,NA,NA
4039,2010,6,18,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4040,2010,6,18,7,2,NA,NA,NA,19,78.24,1005,23,SE,3,NA,NA
4041,2010,6,18,8,2,NA,NA,NA,19,69.4,1005,25,SE,5,NA,NA
4042,2010,6,18,9,2,NA,NA,NA,19,61.67,1004,27,cv,1,NA,NA
4043,2010,6,18,10,2,NA,NA,NA,19,61.67,1004,27,SW,2,NA,NA
4044,2010,6,18,11,2,NA,NA,NA,19,58.17,1004,28,SW,5,NA,NA
4045,2010,6,18,12,2,NA,NA,NA,19,54.9,1004,29,SW,8,NA,NA
4046,2010,6,18,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4047,2010,6,18,14,2,NA,NA,NA,16,51.05,1004,27,SW,7,NA,NA
4048,2010,6,18,15,2,NA,NA,NA,20,73.84,1004,25,NE,2,NA,NA
4049,2010,6,18,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4050,2010,6,18,17,2,NA,NA,NA,20,73.84,1003,25,cv,1,NA,NA
4051,2010,6,18,18,2,NA,NA,NA,21,78.53,1003,25,SE,1,NA,NA
4052,2010,6,18,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4053,2010,6,18,20,2,NA,NA,NA,21,88.54,1004,23,SE,2,NA,NA
4054,2010,6,18,21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4055,2010,6,18,22,2,NA,NA,NA,19,83.13,1005,22,cv,0,NA,NA
4056,2010,6,18,23,2,NA,NA,NA,19,83.13,1005,22,SE,3,NA,NA
4057,2010,6,19,0,2,NA,NA,NA,18,83.01,1005,21,cv,1,NA,NA
4058,2010,6,19,1,2,NA,NA,NA,18,88.28,1004,20,cv,2,NA,NA
4059,2010,6,19,2,2,NA,NA,NA,18,88.28,1005,20,SW,1,NA,NA
4060,2010,6,19,3,2,NA,NA,NA,18,88.28,1005,20,SE,2,NA,NA
4061,2010,6,19,4,2,NA,NA,NA,18,88.28,1005,20,cv,1,NA,NA
4062,2010,6,19,5,2,NA,NA,NA,18,88.28,1005,20,NE,2,NA,NA
4063,2010,6,19,6,2,NA,NA,NA,18,88.28,1005,20,SE,3,NA,NA
4064,2010,6,19,7,2,NA,NA,NA,18,88.28,1005,20,SE,7,NA,NA
4065,2010,6,19,8,2,NA,NA,NA,18,88.28,1005,20,SE,10,NA,NA
4066,2010,6,19,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4067,2010,6,19,10,2,NA,NA,NA,19,73.67,1005,24,SE,2,NA,NA
4068,2010,6,19,11,2,NA,NA,NA,17,61.21,1005,25,NE,5,NA,NA
4069,2010,6,19,12,2,NA,NA,NA,17,61.21,1004,25,NE,12,NA,NA
4070,2010,6,19,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4071,2010,6,19,14,2,NA,NA,NA,16,51.05,1003,27,NE,4,NA,NA
4072,2010,6,19,15,2,NA,NA,NA,16,51.05,1002,27,SE,2,NA,NA
4073,2010,6,19,16,2,NA,NA,NA,15,47.88,1002,27,NW,1,NA,NA
4074,2010,6,19,17,2,NA,NA,NA,16,51.05,1002,27,NE,2,NA,NA
4075,2010,6,19,18,2,NA,NA,NA,16,51.05,1002,27,cv,1,NA,NA
4076,2010,6,19,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4077,2010,6,19,20,2,NA,NA,NA,17,73.32,1003,22,SE,1,NA,NA
4078,2010,6,19,21,2,NA,NA,NA,18,78.09,1004,22,cv,1,NA,NA
4079,2010,6,19,22,2,NA,NA,NA,19,88.37,1004,21,SW,1,NA,NA
4080,2010,6,19,23,2,NA,NA,NA,19,83.13,1004,22,SE,3,NA,NA
4081,2010,6,20,0,2,NA,NA,NA,18,83.01,1004,21,SE,6,NA,NA
4082,2010,6,20,1,2,NA,NA,NA,18,88.28,1004,20,SW,2,NA,NA
4083,2010,6,20,2,2,NA,NA,NA,19,93.98,1004,20,SW,5,NA,NA
4084,2010,6,20,3,2,NA,NA,NA,19,93.98,1005,20,cv,1,NA,NA
4085,2010,6,20,4,2,NA,NA,NA,19,93.98,1005,20,SE,2,NA,NA
4086,2010,6,20,5,2,NA,NA,NA,18,93.94,1005,19,NW,1,NA,NA
4087,2010,6,20,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4088,2010,6,20,7,2,NA,NA,NA,6,33.34,1006,23,NW,6,NA,NA
4089,2010,6,20,8,2,NA,NA,NA,6,35.42,1006,22,NW,11,NA,NA
4090,2010,6,20,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4091,2010,6,20,10,2,NA,NA,NA,6,27.87,1007,26,NE,5,NA,NA
4092,2010,6,20,11,2,NA,NA,NA,7,28.15,1007,27,NW,6,NA,NA
4093,2010,6,20,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4094,2010,6,20,13,2,NA,NA,NA,4,21.56,1006,28,NW,7,NA,NA
4095,2010,6,20,14,2,NA,NA,NA,2,18.71,1006,28,NW,13,NA,NA
