No,year,month,day,hour,season,PM_Caotangsi,PM_Shahepu,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
11597,2011,4,29,4,1,NA,NA,NA,17,77.94,1001,21,cv,0,0,0
11598,2011,4,29,5,1,NA,NA,NA,17,88.2,1001,19,cv,0,0,0
11599,2011,4,29,6,1,NA,NA,NA,16,82.77,1001,19,cv,0,0,0
11600,2011,4,29,7,1,NA,NA,NA,16,82.77,1001,19,cv,0,0,0
11601,2011,4,29,8,1,NA,NA,NA,17,73.32,1001,22,NW,1,0,0
11602,2011,4,29,9,1,NA,NA,NA,18,65.19,1001,25,cv,1,0,0
11603,2011,4,29,10,1,NA,NA,NA,18,54.65,1001,28,cv,1,0,0
11604,2011,4,29,11,1,NA,NA,NA,16,42.9,1001,30,cv,3,0,0
11605,2011,4,29,12,1,NA,NA,NA,15,38.01,1000,31,cv,4,0,0
11606,2011,4,29,13,1,NA,NA,NA,15,33.95,998,33,cv,5,0,0
11607,2011,4,29,14,1,NA,NA,NA,14,31.83,998,33,cv,6,0,0
11608,2011,4,29,15,1,NA,NA,NA,13,28.2,995.9,34,cv,7,0,0
11609,2011,4,29,16,1,NA,NA,NA,15,35.91,995.9,32,NW,2,0,0
11610,2011,4,29,17,1,NA,NA,NA,16,42.9,995.9,30,NW,4,0,0
11611,2011,4,29,18,1,NA,NA,NA,17,45.72,995.9,30,NW,5,0,0
11612,2011,4,29,19,1,NA,NA,NA,17,45.72,998,30,NW,7,0,0
11613,2011,4,29,20,1,NA,NA,NA,17,51.31,998,28,SW,1,0,0
11614,2011,4,29,21,1,NA,NA,NA,18,57.93,1000,27,NW,2,0,0
11615,2011,4,29,22,1,NA,NA,NA,17,51.31,1001,28,NW,5,0,0
11616,2011,4,29,23,1,NA,NA,NA,16,45.44,1001,29,NE,3,0,0
11617,2011,4,30,0,1,NA,NA,NA,17,61.21,1002,25,cv,0,0,0
11618,2011,4,30,1,1,NA,NA,NA,17,64.98,1002,24,NW,1,0,0
11619,2011,4,30,2,1,NA,NA,NA,17,69.01,1002,23,cv,0,0,0
11620,2011,4,30,3,1,NA,NA,NA,17,69.01,1002,23,NW,2,0,0
11621,2011,4,30,4,1,NA,NA,NA,17,73.32,1002,22,cv,0,0,0
11622,2011,4,30,5,1,NA,NA,NA,17,77.94,1002,21,cv,0,0,0
11623,2011,4,30,6,1,NA,NA,NA,18,83.01,1002,21,cv,0,0,0
11624,2011,4,30,7,1,NA,NA,NA,18,83.01,1003.1,21,cv,0,0,0
11625,2011,4,30,8,1,NA,NA,NA,19,78.24,1004.1,23,cv,0,0,0
11626,2011,4,30,9,1,NA,NA,NA,17,57.69,1004.1,26,cv,1,0,0
11627,2011,4,30,10,1,NA,NA,NA,17,51.31,1005.1,28,NW,2,0,0
11628,2011,4,30,11,1,NA,NA,NA,16,42.9,1005.1,30,NE,3,0,0
11629,2011,4,30,12,1,NA,NA,NA,17,40.8,1005.1,32,cv,2,0,0
11630,2011,4,30,13,1,NA,NA,NA,17,38.57,1004.1,33,NE,2,0,0
11631,2011,4,30,14,1,NA,NA,NA,15,33.95,1003.1,33,cv,2,0,0
11632,2011,4,30,15,1,NA,NA,NA,17,38.57,1002,33,cv,4,0,0
11633,2011,4,30,16,1,NA,NA,NA,17,38.57,1001,33,NE,2,0,0
11634,2011,4,30,17,1,NA,NA,NA,17,40.8,1001,32,cv,1,0,0
11635,2011,4,30,18,1,NA,NA,NA,14,35.63,1001,31,NW,3,0,0
11636,2011,4,30,19,1,NA,NA,NA,12,33.11,1002,30,NW,6,0,0
11637,2011,4,30,20,1,NA,NA,NA,12,35.06,1003.1,29,NW,8,0,0
11638,2011,4,30,21,1,NA,NA,NA,12,35.06,1004.1,29,NW,10,0,0
11639,2011,4,30,22,1,NA,NA,NA,13,42.06,1005.1,27,NW,11,0,0
11640,2011,4,30,23,1,NA,NA,NA,14,44.89,1005.1,27,cv,1,0,0
11641,2011,5,1,0,1,NA,NA,NA,15,50.78,1006.1,26,NW,2,0,0
11642,2011,5,1,1,1,NA,NA,NA,14,44.89,1006.1,27,NW,4,0,0
11643,2011,5,1,2,1,NA,NA,NA,12,41.78,1005.1,26,NW,6,9.5,9.5
11644,2011,5,1,3,1,NA,NA,NA,11,39.1,1005.1,26,NW,8,20.6,30.1
11645,2011,5,1,4,1,NA,NA,NA,13,53.36,1006.1,23,NW,15,0.9,31
11646,2011,5,1,5,1,NA,NA,NA,16,82.77,1006.1,19,NW,18,15.3,46.3
11647,2011,5,1,6,1,NA,NA,NA,16,82.77,1007.1,19,NW,21,0.9,47.2
11648,2011,5,1,7,1,NA,NA,NA,15,72.96,1007.1,20,NE,8,0.1,47.3
11649,2011,5,1,8,1,NA,NA,NA,16,82.77,1008.1,19,NW,3,0,0
11650,2011,5,1,9,1,NA,NA,NA,16,82.77,1008.1,19,NW,5,0,0
11651,2011,5,1,10,1,NA,NA,NA,16,68.81,1008.1,22,NW,8,0,0
11652,2011,5,1,11,1,NA,NA,NA,15,60.74,1008.1,23,NE,6,0,0
11653,2011,5,1,12,1,NA,NA,NA,13,53.36,1008.1,23,NW,5,0,0
11654,2011,5,1,13,1,NA,NA,NA,13,53.36,1008.1,23,NE,6,0,0
11655,2011,5,1,14,1,NA,NA,NA,14,56.95,1008.1,23,NE,12,0,0
11656,2011,5,1,15,1,NA,NA,NA,14,64.32,1007.1,21,NW,3,0,0
11657,2011,5,1,16,1,NA,NA,NA,14,68.4,1006.1,20,NW,7,0.1,0.1
11658,2011,5,1,17,1,NA,NA,NA,12,60.03,1006.1,20,NW,12,0,0
11659,2011,5,1,18,1,NA,NA,NA,12,60.03,1006.1,20,NW,16,0,0
11660,2011,5,1,19,1,NA,NA,NA,11,56.19,1007.1,20,NE,5,0,0
11661,2011,5,1,20,1,NA,NA,NA,11,63.64,1008.1,18,NW,3,0.2,0.2
11662,2011,5,1,21,1,NA,NA,NA,10,59.54,1009.1,18,NW,8,0.6,0.8
11663,2011,5,1,22,1,NA,NA,NA,10,63.41,1010.2,17,NW,12,4.3,5.1
11664,2011,5,1,23,1,NA,NA,NA,10,67.57,1010.8,16,NW,14,2.3,7.4
11665,2011,5,2,0,1,NA,NA,NA,12,87.75,1012.9,14,cv,1,1.9,9.3
11666,2011,5,2,1,1,NA,NA,NA,12,87.75,1012.9,14,NW,3,1.6,10.9
11667,2011,5,2,2,1,NA,NA,NA,12,87.75,1011.9,14,NE,3,0.6,11.5
11668,2011,5,2,3,1,NA,NA,NA,11,82.14,1011.9,14,NE,7,0.1,11.6
11669,2011,5,2,4,1,NA,NA,NA,11,82.14,1011.9,14,NE,11,0,0
11670,2011,5,2,5,1,NA,NA,NA,11,87.66,1012.9,13,cv,1,0.3,0.3
11671,2011,5,2,6,1,NA,NA,NA,11,87.66,1013.9,13,cv,2,0.2,0.5
11672,2011,5,2,7,1,NA,NA,NA,11,87.66,1014.9,13,cv,3,0.5,1
11673,2011,5,2,8,1,NA,NA,NA,11,87.66,1015.9,13,NW,1,0.4,1.4
11674,2011,5,2,9,1,NA,NA,NA,11,82.14,1016.9,14,cv,1,0.7,2.1
11675,2011,5,2,10,1,NA,NA,NA,11,77.01,1018,15,cv,2,0,0
11676,2011,5,2,11,1,NA,NA,NA,12,77.17,1018,16,cv,3,0,0
11677,2011,5,2,12,1,NA,NA,NA,12,72.42,1018,17,SW,2,0,0
11678,2011,5,2,13,1,NA,NA,NA,12,72.42,1016.9,17,SW,4,0,0
11679,2011,5,2,14,1,NA,NA,NA,13,72.6,1015.9,18,SW,7,0,0
11680,2011,5,2,15,1,NA,NA,NA,11,63.64,1014.9,18,cv,2,0,0
11681,2011,5,2,16,1,NA,NA,NA,12,60.03,1013.9,20,cv,4,0,0
11682,2011,5,2,17,1,NA,NA,NA,11,59.78,1013.9,19,SW,3,0,0
11683,2011,5,2,18,1,NA,NA,NA,12,63.87,1013.9,19,SW,5,0,0
11684,2011,5,2,19,1,NA,NA,NA,12,67.99,1013.9,18,SW,7,0,0
11685,2011,5,2,20,1,NA,NA,NA,12,67.99,1013.9,18,SW,8,0,0
11686,2011,5,2,21,1,NA,NA,NA,12,67.99,1014.9,18,SW,10,0,0
11687,2011,5,2,22,1,NA,NA,NA,12,72.42,1015.9,17,SW,12,0,0
11688,2011,5,2,23,1,NA,NA,NA,12,72.42,1015.9,17,cv,1,0,0
11689,2011,5,3,0,1,NA,NA,NA,12,72.42,1015.9,17,cv,2,0,0
11690,2011,5,3,1,1,NA,NA,NA,12,72.42,1014.9,17,cv,3,0,0
11691,2011,5,3,2,1,NA,NA,NA,12,77.17,1014.9,16,cv,3,0,0
11692,2011,5,3,3,1,NA,NA,NA,12,82.27,1014.9,15,cv,3,0,0
11693,2011,5,3,4,1,NA,NA,NA,11,72.23,1014.9,16,SE,2,0,0
11694,2011,5,3,5,1,NA,NA,NA,11,72.23,1014.9,16,NE,2,0,0
11695,2011,5,3,6,1,NA,NA,NA,12,77.17,1014.9,16,cv,1,0,0
11696,2011,5,3,7,1,NA,NA,NA,12,82.27,1015.9,15,SW,1,0,0
11697,2011,5,3,8,1,NA,NA,NA,13,72.6,1015.9,18,cv,0,0,0
11698,2011,5,3,9,1,NA,NA,NA,11,59.78,1015.9,19,cv,1,0,0
11699,2011,5,3,10,1,NA,NA,NA,11,52.83,1016.9,21,SE,2,0,0
11700,2011,5,3,11,1,NA,NA,NA,12,53.1,1015.9,22,cv,2,0,0
11701,2011,5,3,12,1,NA,NA,NA,11,49.7,1015.9,22,SW,2,0,0
11702,2011,5,3,13,1,NA,NA,NA,11,46.78,1014.9,23,cv,2,0,0
11703,2011,5,3,14,1,NA,NA,NA,10,43.76,1013.9,23,cv,3,0,0
11704,2011,5,3,15,1,NA,NA,NA,9,40.92,1012.9,23,cv,4,0,0
11705,2011,5,3,16,1,NA,NA,NA,9,40.92,1011.9,23,cv,4,0,0
11706,2011,5,3,17,1,NA,NA,NA,12,53.1,1011.9,22,NW,3,0,0
11707,2011,5,3,18,1,NA,NA,NA,12,53.1,1012.9,22,NE,4,0,0
11708,2011,5,3,19,1,NA,NA,NA,12,56.44,1012.9,21,NW,3,0,0
11709,2011,5,3,20,1,NA,NA,NA,12,56.44,1013.9,21,NW,5,0,0
11710,2011,5,3,21,1,NA,NA,NA,13,64.09,1014.9,20,cv,1,0,0
11711,2011,5,3,22,1,NA,NA,NA,13,64.09,1015.9,20,NW,2,0,0
11712,2011,5,3,23,1,NA,NA,NA,14,72.78,1014.9,19,cv,0,0,0
11713,2011,5,4,0,1,NA,NA,NA,14,77.48,1014.9,18,cv,0,0,0
11714,2011,5,4,1,1,NA,NA,NA,14,82.52,1014.9,17,SW,3,0,0
11715,2011,5,4,2,1,NA,NA,NA,14,77.48,1013.9,18,SW,5,0,0
11716,2011,5,4,3,1,NA,NA,NA,13,77.32,1013.9,17,SW,7,0,0
11717,2011,5,4,4,1,NA,NA,NA,14,82.52,1012.9,17,cv,0,0,0
11718,2011,5,4,5,1,NA,NA,NA,14,87.93,1011.9,16,cv,0,0,0
11719,2011,5,4,6,1,NA,NA,NA,13,82.4,1011.9,16,cv,1,0,0
11720,2011,5,4,7,1,NA,NA,NA,14,82.52,1011.9,17,cv,2,0,0
11721,2011,5,4,8,1,NA,NA,NA,14,77.48,1012.9,18,cv,3,0,0
11722,2011,5,4,9,1,NA,NA,NA,14,72.78,1012.9,19,cv,4,0,0
11723,2011,5,4,10,1,NA,NA,NA,14,64.32,1013.9,21,cv,5,0,0
11724,2011,5,4,11,1,NA,NA,NA,14,56.95,1012.9,23,cv,6,0,0
11725,2011,5,4,12,1,NA,NA,NA,12,49.97,1011.9,23,SE,2,0,0
11726,2011,5,4,13,1,NA,NA,NA,9,36.29,1010.8,25,SW,4,0,0
11727,2011,5,4,14,1,NA,NA,NA,9,34.21,1010.2,26,SW,8,0,0
11728,2011,5,4,15,1,NA,NA,NA,11,39.1,1009.1,26,SW,12,0,0
11729,2011,5,4,16,1,NA,NA,NA,8,30.14,1008.1,27,SW,16,0,0
11730,2011,5,4,17,1,NA,NA,NA,9,32.25,1007.1,27,SW,19,0,0
11731,2011,5,4,18,1,NA,NA,NA,8,30.14,1007.1,27,SW,22,0,0
11732,2011,5,4,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
11733,2011,5,4,20,1,NA,NA,NA,11,44.04,1008.1,24,SW,2,0,0
11734,2011,5,4,21,1,NA,NA,NA,11,44.04,1008.1,24,SE,3,0,0
11735,2011,5,4,22,1,NA,NA,NA,11,49.7,1009.1,22,SE,6,0,0
11736,2011,5,4,23,1,NA,NA,NA,12,56.44,1009.1,21,SW,2,0,0
11737,2011,5,5,0,1,NA,NA,NA,12,56.44,1009.1,21,cv,0,0,0
11738,2011,5,5,1,1,NA,NA,NA,13,72.6,1008.1,18,cv,0,0,0
11739,2011,5,5,2,1,NA,NA,NA,13,77.32,1008.1,17,cv,0,0,0
11740,2011,5,5,3,1,NA,NA,NA,13,77.32,1007.1,17,cv,0,0,0
11741,2011,5,5,4,1,NA,NA,NA,13,82.4,1007.1,16,cv,0,0,0
11742,2011,5,5,5,1,NA,NA,NA,13,87.84,1006.1,15,cv,0,0,0
11743,2011,5,5,6,1,NA,NA,NA,13,82.4,1006.1,16,cv,0,0,0
11744,2011,5,5,7,1,NA,NA,NA,13,82.4,1007.1,16,cv,0,0,0
11745,2011,5,5,8,1,NA,NA,NA,13,64.09,1007.1,20,cv,1,0,0
11746,2011,5,5,9,1,NA,NA,NA,13,53.36,1007.1,23,cv,2,0,0
11747,2011,5,5,10,1,NA,NA,NA,12,47.05,1007.1,24,cv,3,0,0
11748,2011,5,5,11,1,NA,NA,NA,12,44.33,1006.1,25,SE,2,0,0
11749,2011,5,5,12,1,NA,NA,NA,11,39.1,1005.1,26,cv,1,0,0
11750,2011,5,5,13,1,NA,NA,NA,13,39.67,1004.1,28,cv,3,0,0
11751,2011,5,5,14,1,NA,NA,NA,10,32.54,1003.1,28,cv,5,0,0
11752,2011,5,5,15,1,NA,NA,NA,12,35.06,1002,29,SW,2,0,0
11753,2011,5,5,16,1,NA,NA,NA,11,32.82,1002,29,cv,1,0,0
11754,2011,5,5,17,1,NA,NA,NA,11,30.99,1001,30,cv,2,0,0
11755,2011,5,5,18,1,NA,NA,NA,13,39.67,1002,28,NW,3,0,0
11756,2011,5,5,19,1,NA,NA,NA,13,42.06,1002,27,NW,5,0,0
11757,2011,5,5,20,1,NA,NA,NA,14,47.61,1003.1,26,NW,7,0,0
11758,2011,5,5,21,1,NA,NA,NA,14,47.61,1004.1,26,NE,3,0,0
11759,2011,5,5,22,1,NA,NA,NA,14,53.62,1005.1,24,NW,1,0,0
11760,2011,5,5,23,1,NA,NA,NA,14,56.95,1005.1,23,cv,1,0,0
11761,2011,5,6,0,1,NA,NA,NA,15,68.61,1005.1,21,cv,1,0,0
11762,2011,5,6,1,1,NA,NA,NA,16,77.79,1005.1,20,cv,1,0,0
11763,2011,5,6,2,1,NA,NA,NA,15,77.64,1004.1,19,cv,1,0,0
11764,2011,5,6,3,1,NA,NA,NA,16,82.77,1003.1,19,cv,1,0,0
11765,2011,5,6,4,1,NA,NA,NA,16,82.77,1003.1,19,cv,1,0,0
11766,2011,5,6,5,1,NA,NA,NA,16,82.77,1003.1,19,cv,1,0,0
11767,2011,5,6,6,1,NA,NA,NA,16,82.77,1004.1,19,cv,1,0,0
11768,2011,5,6,7,1,NA,NA,NA,17,82.89,1004.1,20,cv,1,0,0
11769,2011,5,6,8,1,NA,NA,NA,17,73.32,1005.1,22,cv,1,0,0
11770,2011,5,6,9,1,NA,NA,NA,15,53.88,1005,25,cv,2,0,0
11771,2011,5,6,10,1,NA,NA,NA,15,50.78,1005.1,26,cv,3,0,0
11772,2011,5,6,11,1,NA,NA,NA,16,51.05,1005.1,27,SW,2,0,0
11773,2011,5,6,12,1,NA,NA,NA,15,45.16,1004.1,28,cv,1,0,0
11774,2011,5,6,13,1,NA,NA,NA,15,42.62,1003.1,29,cv,2,0,0
11775,2011,5,6,14,1,NA,NA,NA,15,40.24,1002,30,cv,3,0,0
11776,2011,5,6,15,1,NA,NA,NA,15,40.24,1001,30,SE,2,0,0
11777,2011,5,6,16,1,NA,NA,NA,14,37.73,1001,30,cv,1,0,0
11778,2011,5,6,17,1,NA,NA,NA,15,42.62,1001,29,cv,2,0,0
11779,2011,5,6,18,1,NA,NA,NA,16,45.44,1000,29,NW,1,0,0
11780,2011,5,6,19,1,NA,NA,NA,16,48.15,1000,28,NW,3,0,0
11781,2011,5,6,20,1,NA,NA,NA,16,51.05,1001,27,NW,6,0,0
11782,2011,5,6,21,1,NA,NA,NA,17,61.21,1001,25,NW,7,0,0
11783,2011,5,6,22,1,NA,NA,NA,18,65.19,1003.1,25,cv,0,0,0
11784,2011,5,6,23,1,NA,NA,NA,17,61.21,1003.1,25,NW,1,0,0
11785,2011,5,7,0,1,NA,NA,NA,17,61.21,1003.1,25,NW,3,0,0
11786,2011,5,7,1,1,NA,NA,NA,16,64.76,1002,23,cv,1,0,0
11787,2011,5,7,2,1,NA,NA,NA,17,69.01,1001,23,cv,1,0,0
11788,2011,5,7,3,1,NA,NA,NA,17,69.01,1001,23,cv,2,0,0
11789,2011,5,7,4,1,NA,NA,NA,17,77.94,1001,21,cv,2,0,0
11790,2011,5,7,5,1,NA,NA,NA,18,83.01,1001,21,cv,2,0,0
11791,2011,5,7,6,1,NA,NA,NA,18,83.01,1001,21,cv,2,0,0
11792,2011,5,7,7,1,NA,NA,NA,17,73.32,1001,22,cv,3,0,0
11793,2011,5,7,8,1,NA,NA,NA,18,73.5,1002,23,NW,2,0,0
11794,2011,5,7,9,1,NA,NA,NA,18,69.2,1002,24,cv,0,0,0
11795,2011,5,7,10,1,NA,NA,NA,17,57.69,1002,26,cv,1,0,0
11796,2011,5,7,11,1,NA,NA,NA,16,51.05,1002,27,cv,2,0,0
11797,2011,5,7,12,1,NA,NA,NA,16,45.44,1001,29,cv,3,0,0
11798,2011,5,7,13,1,NA,NA,NA,17,45.72,1000,30,cv,4,0,0
11799,2011,5,7,14,1,NA,NA,NA,16,40.52,999,31,cv,5,0,0
11800,2011,5,7,15,1,NA,NA,NA,16,40.52,998,31,SW,2,0,0
11801,2011,5,7,16,1,NA,NA,NA,17,40.8,997,32,SW,4,0,0
11802,2011,5,7,17,1,NA,NA,NA,18,43.46,997,32,SW,6,0,0
11803,2011,5,7,18,1,NA,NA,NA,17,43.18,997,31,SW,8,0,0
11804,2011,5,7,19,1,NA,NA,NA,18,48.69,997,30,SW,9,0,0
11805,2011,5,7,20,1,NA,NA,NA,19,54.9,998,29,cv,0,0,0
11806,2011,5,7,21,1,NA,NA,NA,18,54.65,998,28,NW,3,0,0
11807,2011,5,7,22,1,NA,NA,NA,19,61.67,999,27,NW,5,0,0
11808,2011,5,7,23,1,NA,NA,NA,18,61.44,999,26,cv,0,0,0
11809,2011,5,8,0,1,NA,NA,NA,18,61.44,999,26,cv,0,0,0
11810,2011,5,8,1,1,NA,NA,NA,18,65.19,999,25,cv,0,0,0
11811,2011,5,8,2,1,NA,NA,NA,19,65.41,999,26,SW,1,0,0
11812,2011,5,8,3,1,NA,NA,NA,20,78.39,998,24,cv,0,0,0
11813,2011,5,8,4,1,NA,NA,NA,20,73.84,998,25,cv,0,0,0
11814,2011,5,8,5,1,NA,NA,NA,19,69.4,998,25,NW,1,0,0
11815,2011,5,8,6,1,NA,NA,NA,20,78.39,999,24,cv,0,0,0
11816,2011,5,8,7,1,NA,NA,NA,20,78.39,999,24,cv,0,0,0
11817,2011,5,8,8,1,NA,NA,NA,20,73.84,999,25,cv,0,0,0
11818,2011,5,8,9,1,NA,NA,NA,19,61.67,999,27,cv,1,0,0
11819,2011,5,8,10,1,NA,NA,NA,20,61.9,999,28,cv,2,0,0
11820,2011,5,8,11,1,NA,NA,NA,20,55.15,999,30,cv,3,0,0
11821,2011,5,8,12,1,NA,NA,NA,20,52.09,998,31,cv,4,0,0
11822,2011,5,8,13,1,NA,NA,NA,20,49.22,997,32,cv,5,0,0
11823,2011,5,8,14,1,NA,NA,NA,20,46.53,997,33,NW,2,0,0
11824,2011,5,8,15,1,NA,NA,NA,20,46.53,995.9,33,NE,3,0,0
11825,2011,5,8,16,1,NA,NA,NA,20,46.53,994.9,33,NE,6,0,0
11826,2011,5,8,17,1,NA,NA,NA,20,46.53,994.9,33,NE,7,0,0
11827,2011,5,8,18,1,NA,NA,NA,20,49.22,994.9,32,SE,3,0,0
11828,2011,5,8,19,1,NA,NA,NA,22,58.89,994.9,31,NW,4,0,0
11829,2011,5,8,20,1,NA,NA,NA,22,69.98,995.9,28,NW,6,0,0
11830,2011,5,8,21,1,NA,NA,NA,21,62.13,995.9,29,NW,10,0.1,0.1
11831,2011,5,8,22,1,NA,NA,NA,21,65.83,997,28,NW,13,7,7.1
11832,2011,5,8,23,1,NA,NA,NA,21,69.79,997,27,NW,15,4.1,11.2
11833,2011,5,9,0,1,NA,NA,NA,21,78.53,997,25,NW,18,5.4,16.6
11834,2011,5,9,1,1,NA,NA,NA,21,88.54,995.9,23,NW,24,19,35.6
11835,2011,5,9,2,1,NA,NA,NA,22,94.12,995.9,23,NW,26,33.4,69
11836,2011,5,9,3,1,NA,NA,NA,21,94.07,995.9,22,cv,1,14.3,83.3
11837,2011,5,9,4,1,NA,NA,NA,21,94.07,994.9,22,NE,3,0,0
11838,2011,5,9,5,1,NA,NA,NA,22,94.12,994.9,23,NE,6,0,0
11839,2011,5,9,6,1,NA,NA,NA,22,94.12,994.9,23,NW,3,0,0
11840,2011,5,9,7,1,NA,NA,NA,22,94.12,995.9,23,NW,5,0,0
11841,2011,5,9,8,1,NA,NA,NA,23,94.16,994.9,24,NE,3,0,0
11842,2011,5,9,9,1,NA,NA,NA,24,100,994.9,24,NE,6,0,0
11843,2011,5,9,10,1,NA,NA,NA,22,83.48,995.9,25,NW,3,0,0
11844,2011,5,9,11,1,NA,NA,NA,23,88.7,995.9,25,NE,4,0,0
11845,2011,5,9,12,1,NA,NA,NA,23,83.6,994.9,26,NE,8,0,0
11846,2011,5,9,13,1,NA,NA,NA,22,74.19,993.9,27,NE,13,0,0
11847,2011,5,9,14,1,NA,NA,NA,22,69.98,993.9,28,NW,5,0,0
11848,2011,5,9,15,1,NA,NA,NA,23,74.35,992.9,28,NW,12,0,0
11849,2011,5,9,16,1,NA,NA,NA,22,74.19,993.9,27,NE,5,0,0
11850,2011,5,9,17,1,NA,NA,NA,21,69.79,993.9,27,NE,11,0,0
11851,2011,5,9,18,1,NA,NA,NA,20,69.6,994.9,26,NE,19,0,0
11852,2011,5,9,19,1,NA,NA,NA,18,65.19,995.9,25,NE,25,0,0
11853,2011,5,9,20,1,NA,NA,NA,17,61.21,997,25,NE,32,0,0
11854,2011,5,9,21,1,NA,NA,NA,16,60.98,998,24,NW,5,0,0
11855,2011,5,9,22,1,NA,NA,NA,16,60.98,998,24,NE,7,0.1,0.1
11856,2011,5,9,23,1,NA,NA,NA,16,64.76,999,23,NW,4,0,0
11857,2011,5,10,0,1,NA,NA,NA,16,68.81,999,22,NW,7,0.2,0.2
11858,2011,5,10,1,1,NA,NA,NA,16,68.81,1000,22,NW,9,6.7,6.9
11859,2011,5,10,2,1,NA,NA,NA,16,73.14,1001,21,NW,12,2.9,9.8
11860,2011,5,10,3,1,NA,NA,NA,17,82.89,1001,20,cv,1,0,0
11861,2011,5,10,4,1,NA,NA,NA,17,88.2,1001,19,cv,2,0,0
11862,2011,5,10,5,1,NA,NA,NA,17,88.2,1002,19,cv,2,0,0
11863,2011,5,10,6,1,NA,NA,NA,16,88.11,1002,18,cv,2,0,0
11864,2011,5,10,7,1,NA,NA,NA,18,100,1003.1,18,cv,3,0.2,0.2
11865,2011,5,10,8,1,NA,NA,NA,17,88.2,1004.1,19,cv,4,0,0
11866,2011,5,10,9,1,NA,NA,NA,15,77.64,1005.1,19,cv,6,0,0
11867,2011,5,10,10,1,NA,NA,NA,16,73.14,1006.1,21,cv,7,0,0
11868,2011,5,10,11,1,NA,NA,NA,16,77.79,1006.1,20,SW,2,0,0
11869,2011,5,10,12,1,NA,NA,NA,17,77.94,1006.1,21,SW,4,0,0
11870,2011,5,10,13,1,NA,NA,NA,18,73.5,1006.1,23,SW,7,0,0
11871,2011,5,10,14,1,NA,NA,NA,19,73.67,1005.1,24,SW,9,0,0
11872,2011,5,10,15,1,NA,NA,NA,19,65.41,1005.1,26,SE,3,0,0
11873,2011,5,10,16,1,NA,NA,NA,18,57.93,1004.1,27,SW,3,0,0
11874,2011,5,10,17,1,NA,NA,NA,16,51.05,1004.1,27,SW,6,0,0
11875,2011,5,10,18,1,NA,NA,NA,15,47.88,1004.1,27,SE,3,0,0
11876,2011,5,10,19,1,NA,NA,NA,15,50.78,1004.1,26,SE,5,0,0
11877,2011,5,10,20,1,NA,NA,NA,14,50.51,1005.1,25,SE,7,0,0
11878,2011,5,10,21,1,NA,NA,NA,14,50.51,1005.1,25,SE,9,0,0
11879,2011,5,10,22,1,NA,NA,NA,15,60.74,1006.1,23,cv,0,0,0
11880,2011,5,10,23,1,NA,NA,NA,16,68.81,1007.1,22,cv,0,0,0
11881,2011,5,11,0,1,NA,NA,NA,17,73.32,1007.1,22,cv,0,0,0
11882,2011,5,11,1,1,NA,NA,NA,16,73.14,1007.1,21,cv,0,0,0
11883,2011,5,11,2,1,NA,NA,NA,16,73.14,1007.1,21,cv,0,0,0
11884,2011,5,11,3,1,NA,NA,NA,16,73.14,1006.1,21,SW,1,0,0
11885,2011,5,11,4,1,NA,NA,NA,16,77.79,1006.1,20,cv,0,0,0
11886,2011,5,11,5,1,NA,NA,NA,17,82.89,1006.1,20,cv,0,0,0
11887,2011,5,11,6,1,NA,NA,NA,17,82.89,1006.1,20,cv,0,0,0
11888,2011,5,11,7,1,NA,NA,NA,17,77.94,1007.1,21,cv,0,0,0
11889,2011,5,11,8,1,NA,NA,NA,17,69.01,1007.1,23,cv,1,0,0
11890,2011,5,11,9,1,NA,NA,NA,16,57.44,1008.1,25,SE,2,0,0
11891,2011,5,11,10,1,NA,NA,NA,17,51.31,1008.1,28,cv,0,0,0
11892,2011,5,11,11,1,NA,NA,NA,15,45.16,1008.1,28,cv,1,0,0
11893,2011,5,11,12,1,NA,NA,NA,15,42.62,1008.1,29,SE,2,0,0
11894,2011,5,11,13,1,NA,NA,NA,15,40.24,1007.1,30,cv,1,0,0
11895,2011,5,11,14,1,NA,NA,NA,13,35.35,1006.1,30,cv,2,0,0
11896,2011,5,11,15,1,NA,NA,NA,13,35.35,1005.1,30,SW,2,0,0
11897,2011,5,11,16,1,NA,NA,NA,15,40.24,1005.1,30,cv,1,0,0
11898,2011,5,11,17,1,NA,NA,NA,16,51.05,1005.1,27,NW,4,0,0
11899,2011,5,11,18,1,NA,NA,NA,17,61.21,1006.1,25,NW,7,0,0
11900,2011,5,11,19,1,NA,NA,NA,17,61.21,1006.1,25,NW,11,0,0
11901,2011,5,11,20,1,NA,NA,NA,14,47.61,1008.1,26,NW,13,0,0
11902,2011,5,11,21,1,NA,NA,NA,14,50.51,1009.1,25,NW,15,0,0
11903,2011,5,11,22,1,NA,NA,NA,15,57.2,1010.8,24,NW,17,0,0
11904,2011,5,11,23,1,NA,NA,NA,14,47.61,1010.8,26,NE,6,0.1,0.1
11905,2011,5,12,0,1,NA,NA,NA,14,50.51,1011.9,25,NE,12,0.8,0.9
11906,2011,5,12,1,1,NA,NA,NA,15,68.61,1011.9,21,NW,2,0.2,1.1
11907,2011,5,12,2,1,NA,NA,NA,16,77.79,1012.9,20,cv,1,0,0
11908,2011,5,12,3,1,NA,NA,NA,16,82.77,1012.9,19,SW,2,0,0
